Ei	wes_pval	gene_name	class_stat	trait
0.0579059757292271	0.658855939605917	ZNF799	0	rbc
0.69671505689621	0.0390594201745678	CCDC117	0	rbc
0.763661861419678	2.93072386359228e-8	CHEK2	1	rbc
0.732409775257111	0.0870086925508102	HSCB	0	rbc
0.560325264930725	0.50625860723101	XBP1	0	rbc
0.74845016002655	0.00515867209383225	ZNRF3	0	rbc
0.673259615898132	1.64430034656871e-12	COQ8A	1	rbc
0.673259615898132	0.157768324162466	ITPKB	0	rbc
0.663019299507141	0.307513547621753	PSEN2	0	rbc
0.476848065853119	0.0228528533840374	CSRP3	0	rbc
0.911911487579346	1.27272546911081e-14	E2F8	1	rbc
0.416468769311905	0.326695204533851	ZDHHC13	0	rbc
0.350393384695053	0.035099773961858	MRGPRX2	0	rbc
0.914974689483643	9.232801868970189e-12	GMPR	1	rbc
0.628997027873993	0.335382616763962	MYLIP	0	rbc
0.0667539462447166	0.354742744444302	CKS1B	0	rbc
0.305398315191269	0.508490677066315	DAP3	0	rbc
0.106011003255844	0.487380848188706	LAMTOR2	0	rbc
0.0528028458356857	0.0404424027411681	LENEP	0	rbc
0.27253657579422	0.0386582162544864	LMNA	0	rbc
0.680546283721924	0.059120282365021	MTX1	0	rbc
0.260712176561356	0.0153532773984679	PBXIP1	0	rbc
0.222859784960747	2.00621279214669e-12	PKLR	1	rbc
0.167863234877586	0.438085638004408	PMF1-BGLAP	0	rbc
0.0974317938089371	0.378866043568208	RAB25	0	rbc
0.094795539975166307	0.24120174270924	TMEM79	0	rbc
0.0767025426030159	0.827905844643564	VHLL	0	rbc
0.308917909860611	0.577767244151242	YY1AP1	0	rbc
0.173323422670364	0.0714467469027627	C2CD4D	0	rbc
0.222888767719269	0.0871513743189447	CELF3	0	rbc
0.173323422670364	0.344100748370712	LINGO4	0	rbc
0.173323422670364	0.532523790774447	MRPL9	0	rbc
0.210107728838921	0.104329350416289	OAZ3	0	rbc
0.203377828001976	0.388625165413119	RIIAD1	0	rbc
0.177043780684471	8.38765711874951e-8	RORC	1	rbc
0.209245353937149	0.94202200038136	S100A10	0	rbc
0.349286109209061	0.053025168437722	SNX27	0	rbc
0.177043780684471	0.375689988610856	TDRKH	0	rbc
0.177043780684471	0.153899342265873	THEM4	0	rbc
0.173323422670364	0.0213288775398254	THEM5	0	rbc
0.203377828001976	0.0315895854101298	TUFT1	0	rbc
0.267007350921631	0.439292294554187	ABHD16B	0	rbc
0.26740100979805	0.0451461869617232	ARFRP1	0	rbc
0.238362029194832	0.00138826573828156	DNAJC5	0	rbc
0.201480031013489	0.0801921455635482	FNDC11	0	rbc
0.307093381881714	0.337454097874476	GMEB2	0	rbc
0.413408517837524	0.00669304157810779	HELZ2	0	rbc
0.237661853432655	0.229670097756359	KCNQ2	0	rbc
0.331807911396027	0.926436120931648	LIME1	0	rbc
0.247465640306473	0.00765928566630808	LKAAEAR1	0	rbc
0.315990775823593	0.362584843667115	OPRL1	0	rbc
0.193339288234711	0.0997448544517805	PPDPF	0	rbc
0.301781564950943	0.0325427158311869	PRPF6	0	rbc
0.18879359960556	0.18934435339479	PTK6	0	rbc
0.257158905267715	0.0295139471635939	RGS19	0	rbc
0.556659638881683	1.13142270731094e-12	RTEL1	1	rbc
0.235277906060219	0.72273303049372	SAMD10	0	rbc
0.389147400856018	0.0569268142800075	SLC2A4RG	0	rbc
0.247465640306473	0.285634214735093	SOX18	0	rbc
0.18879359960556	0.0903011150197549	SRMS	0	rbc
0.398914515972137	0.102923105852915	STMN3	0	rbc
0.315990775823593	0.0696432270862681	TCEA2	0	rbc
0.29143875837326	0.075237476224038	TNFRSF6B	0	rbc
0.29441973567009	0.697764201516852	TPD52L2	0	rbc
0.380110144615173	0.00507767688138664	UCKL1	0	rbc
0.601236343383789	0.0397543921580473	ZBTB46	0	rbc
0.365246206521988	0.0248972713102886	ZGPAT	0	rbc
0.319277912378311	0.633705726335274	ZNF512B	0	rbc
0.256271809339523	0.00824943786307509	FAM171A2	0	rbc
0.323974370956421	0.355216178418743	GPATCH8	0	rbc
0.210234135389328	0.0525131318774278	GRN	0	rbc
0.19269360601902	0.328427784529903	HDAC5	0	rbc
0.262843877077103	0.0910591049099622	ITGA2B	0	rbc
0.199359565973282	0.0948656630349025	SLC25A39	0	rbc
0.9125697016716	3.48360031889275e-16	SLC4A1	1	rbc
0.23450893163681	0.328085977815469	TMEM101	0	rbc
0.611840844154358	0.00832763147874482	IDO2	0	rbc
0.826454043388367	2.82430208775608e-7	TCIM	1	rbc
0.0330421477556229	0.437532052377655	BRD9	0	rbc
0.416223973035812	0.080945774219458	CLPTM1L	0	rbc
0.113005794584751	0.142522046267375	LPCAT1	0	rbc
0.553471088409424	0.0454902566143257	NKD2	0	rbc
0.906529724597931	0.230144834025914	SLC12A7	0	rbc
0.221515089273453	0.0432440250194769	SLC6A18	0	rbc
0.221515089273453	0.257380538765417	SLC6A19	0	rbc
0.140203922986984	0.0410807448116363	SLC6A3	0	rbc
0.817334234714508	3.7959877781751703e-14	TERT	1	rbc
0.0389712490141392	0.652359469765251	TRIP13	0	rbc
0.0342227630317211	0.111270054249905	ZDHHC11	0	rbc
0.240906685590744	0.7110216950795	PCYT1A	0	rbc
0.309984773397446	0.408486321204262	SLC51A	0	rbc
0.201907679438591	0.230123092081186	TCTEX1D2	0	rbc
0.79692667722702	1.5823146206334401e-24	TFRC	1	rbc
0.186825186014175	0.0613185459130154	TM4SF19	0	rbc
0.178398326039314	0.395628506841962	UBXN7	0	rbc
0.650563597679138	0.0765732250167497	ZDHHC19	0	rbc
0.167104870080948	0.0307747643099035	MUC20	0	rbc
0.155022174119949	0.0390225761951538	MUC4	0	rbc
0.698843002319336	4.025399405649e-5	TNK2	0	rbc
0.600727438926697	1.318292049582e-16	ABHD15	1	height
0.121147856116295	0.0312991094997373	ADAP2	0	height
0.0462447367608547	0.0735277495047373	ALDOC	0	height
0.0801516696810722	0.00323082307395153	ANKRD13B	0	height
0.323889076709747	0.187635206447674	ATAD5	0	height
0.107765309512615	0.00103033196958314	BLMH	0	height
0.0391580052673817	0.0966662916279943	C17orf75	0	height
0.0423819348216057	0.00212624699316101	COPRS	0	height
0.0781774669885635	0.00564000158497246	CORO6	0	height
0.644800782203674	0.00271771727856443	CPD	0	height
0.480298042297363	0.00350557428419996	CRLF3	0	height
0.0282064229249954	0.650598628263087	CRYBA1	0	height
0.0520876199007034	0.0869541483997033	DHRS13	0	height
0.141719982028008	0.257920089967201	EFCAB5	0	height
0.0579578466713428	0.00405530824888056	ERAL1	0	height
0.052372433245182	0.0363269889371038	EVI2A	0	height
0.0562926679849625	0.0274486626580504	EVI2B	0	height
0.0579124167561531	0.299559972707527	FAM222B	0	height
0.052317101508379	0.421199223274178	FLOT2	0	height
0.0498243607580662	0.45870314670969	FOXN1	0	height
0.0801516696810722	0.207137320824411	GIT1	0	height
0.506551861763	0.275445387645682	GOSR1	0	height
0.108171932399273	0.542873135217832	IFT20	0	height
0.14073471724987	0.0862304962740278	KIAA0100	0	height
0.0555222928524017	0.0131096055608723	LRRC37B	0	height
0.13791361451149	0.0557227500669662	LYRM9	0	height
0.116895705461502	0.0111431978546219	MYO18A	0	height
0.100011453032494	0.0134022467464739	NEK8	0	height
0.598871469497681	3.21321071803392e-18	NF1	1	height
0.0496249608695507	0.235457302023834	NLK	0	height
0.223435118794441	0.00942583239589145	NOS2	0	height
0.0311548113822937	0.0577104729257425	NSRP1	0	height
0.0238854847848415	0.658615797229088	NUFIP2	0	height
0.0557566769421101	0.0381750599598998	OMG	0	height
0.147886753082275	0.100785517575994	PHF12	0	height
0.0464497394859791	0.311964133369215	PIGS	0	height
0.381308674812317	0.0011368733423486	PIPOX	0	height
0.10862021148204801	0.0494285986522824	POLDIP2	0	height
0.104492515325546	0.416448069038183	PROCA1	0	height
0.14808851480484	0.0264469996104494	PSMD11	0	height
0.657150089740753	0.00484402924469363	RAB11FIP4	0	height
0.468467265367508	0.0819254384937691	RAB34	0	height
0.0537883415818214	0.00627712122575219	RHBDL3	0	height
0.0537883415818214	0.19747914402177	RHOT1	0	height
0.0700281783938408	0.367815202107609	RNF135	0	height
0.149117887020111	0.157191364117259	RPL23A	0	height
0.387014448642731	0.559462125039819	SARM1	0	height
0.0392694361507893	0.261080599830374	SDF2	0	height
0.190163567662239	0.00372637490771708	SEBOX	0	height
0.275539517402649	0.0600883839011091	SEZ6	0	height
0.0511426255106926	0.0679156012607142	SLC13A2	0	height
0.118818432092667	0.102758843963374	SLC46A1	0	height
0.427936851978302	0.414451800476125	SLC6A4	0	height
0.0417104214429855	0.00958045211713079	SPAG5	0	height
0.0213932264596224	0.0967752922700644	SSH2	0	height
0.034648634493351	0.092203336531868	SUPT6H	0	height
0.133885070681572	0.751450691277706	SUZ12	0	height
0.170304581522942	0.0448648062138629	TAOK1	0	height
0.0492345318198204	0.0449723755851741	TEFM	0	height
0.0995947420597076	0.244056725980722	TLCD1	0	height
0.183182641863823	0.209847790812382	TMEM199	0	height
0.108173541724682	0.328299743525272	TMEM97	0	height
0.17288538813591	0.375333900363765	TMIGD1	0	height
0.116897962987423	0.290477557011641	TNFAIP1	0	height
0.377907931804657	0.113412301104963	TP53I13	0	height
0.0995947420597076	0.00618017752401286	TRAF4	0	height
0.0400963500142097	0.412174865744727	UNC119	0	height
0.0403359308838844	0.909910539637496	UTP6	0	height
0.458460927009583	0.0947462884527551	VTN	0	height
0.0537883415818214	0.0112516333317731	ZNF207	0	height
0.409493625164032	0.136255249822289	ABHD2	0	height
0.438345909118652	0.151371104237445	AC013489.1	0	height
0.844330132007599	2.66828655330827e-77	ACAN	1	height
0.0511697046458721	0.016024116708424	AEN	0	height
0.615138113498688	0.00789176195281404	ANPEP	0	height
0.0382981337606907	0.0214554681348362	ARPIN	0	height
0.0701351761817932	0.00354398592035278	BLM	0	height
0.0580350160598755	0.00496874039284623	CIB1	0	height
0.0759502202272415	0.293777701943287	CRTC3	0	height
0.345178037881851	0.151371104237445	DET1	0	height
0.0263413526117802	0.227022497709174	FANCI	0	height
0.560445368289948	8.3048287230191e-4	FES	0	height
0.42234942317009	0.00236199868682929	FURIN	0	height
0.0630023032426834	0.843469490908246	GDPGP1	0	height
0.604004263877869	0.0669759296648258	HAPLN3	0	height
0.076031506061554	0.388347493741937	HDDC3	0	height
0.156568437814713	6.9760391690443e-4	IQGAP1	0	height
0.474797904491425	0.0273832813211876	ISG20	0	height
0.456830978393555	0.0143047102480743	KIF7	0	height
0.0845052376389503	0.0644465004421677	MAN2A2	0	height
0.0454141013324261	0.00280120430526412	MESP2	0	height
0.482534736394882	0.00574950998331499	MFGE8	0	height
0.0667436718940735	0.0285360053392258	MRPL46	0	height
0.0818703100085258	0.712056024950919	MRPS11	0	height
0.0701997801661491	0.1680286387313	NGRN	0	height
0.0534862764179707	0.664703393090259	POLG	0	height
0.094474196434021	0.108367435908908	PRC1	0	height
0.076031506061554	0.00117947237057958	RCCD1	0	height
0.029888579621911	0.0646283360190008	RLBP1	0	height
0.0702248960733414	0.00951810824713872	SEMA4B	0	height
0.0630023032426834	0.743969289165253	TTLL13P	0	height
0.0845052376389503	0.547383416820565	UNC45A	0	height
0.0883680060505867	0.138738874236393	VPS33B	0	height
0.0204364601522684	0.0737252140054095	WDR93	0	height
0.0841603651642799	0.0269025753932568	ZNF774	0	height
0.913643538951874	6.18512451137753e-33	ADAMTS17	1	height
0.122276552021503	0.0746557797416379	CERS3	0	height
0.122276552021503	0.079288530363694	LINS1	0	height
0.731107175350189	0.0118099449374989	LYSMD4	0	height
0.165594950318336	0.413860859346275	MEF2A	0	height
0.916308879852295	1.09752546065376e-7	ADAMTS3	1	height
0.721713781356812	2.68463829010841e-12	ADAMTSL4	1	height
0.0376934073865414	0.0964562852164377	ANP32E	0	height
0.260627686977386	2.2996909821247302e-10	ANXA9	1	height
0.0375326313078403	0.407563387373083	APH1A	0	height
0.049224603921175	0.115808302463599	ARNT	0	height
0.0248858239501715	0.00728533621178217	BNIPL	0	height
0.0544737838208675	0.0214842304921344	BOLA1	0	height
0.062592975795269	0.00341103614425453	C1orf54	0	height
0.042263325303793	0.581488760441642	C1orf56	0	height
0.0415732525289059	0.519982529559669	C2CD4D	0	height
0.0402813330292702	0.064593732487012	CA14	0	height
0.0256556309759617	0.00497199793245366	CDC42SE1	0	height
0.0625263899564743	0.189027978214623	CELF3	0	height
0.649024844169617	0.225955306456256	CERS2	0	height
0.0358114801347256	0.284818427546085	CGN	0	height
0.1197220236063	0.113933328504144	CIART	0	height
0.032202672213316	0.0528742595263031	CTSK	0	height
0.149528279900551	0.604896380927337	CTSS	0	height
0.108042255043983	0.020663294167578	ECM1	0	height
0.0962305143475533	0.0949445319427474	ENSA	0	height
0.0481520779430866	0.0366962571333512	FCGR1A	0	height
0.144112423062325	0.765382025231376	GABPB2	0	height
0.133945897221565	0.327727567054376	GOLPH3L	0	height
0.0233350712805986	0.540080562985925	HORMAD1	0	height
0.0415732525289059	0.0208468957746232	LINGO4	0	height
0.0282184183597565	0.146386855510795	LYSMD1	0	height
0.17616780102253	0.0161892887696078	MCL1	0	height
0.0229542590677738	0.262741319031864	MINDY1	0	height
0.0424514673650265	0.00506623269366759	MLLT11	0	height
0.0228504668921232	0.44369037233204	MRPL9	0	height
0.0425217151641846	0.151037457943467	MRPS21	0	height
0.414328247308731	3.9122589762023e-4	MTMR11	0	height
0.0247735176235437	0.299943488419296	OAZ3	0	height
0.228393599390984	0.0065582603909038004	OTUD7B	0	height
0.023687481880188	0.395545618939615	PI4KB	0	height
0.0371084809303284	0.212673961232648	PIP5K1A	0	height
0.673706531524658	0.0341095768561737	PLEKHO1	0	height
0.0879431590437889	0.0258376062374548	POGZ	0	height
0.0375331752002239	0.143352704906505	PRPF3	0	height
0.023671081289649	0.328245371453661	PRUNE1	0	height
0.0397311076521873	0.0261289002488449	PSMB4	0	height
0.040711909532547	0.0373850441904482	PSMD4	0	height
0.0267661083489656	0.160096278629539	RFX5	0	height
0.0631049498915672	0.122977123332303	RIIAD1	0	height
0.24419954419136	0.774088062261508	RORC	0	height
0.200203612446785	0.534197010171171	RPRD2	0	height
0.0368534252047539	0.0658477485792179	S100A10	0	height
0.0420430451631546	0.387495708457493	SCNM1	0	height
0.0267661083489656	0.459084589447472	SELENBP1	0	height
0.0283458866178989	0.0360794290361165	SEMA6C	0	height
0.170065805315971	0.0023751293183254	SETDB1	0	height
0.223486810922623	1	SF3B4	0	height
0.0232720747590065	0.0338232569444702	SNX27	0	height
0.176686197519302	0.0409837840922819	SV2A	0	height
0.555596172809601	0.0802301180674082	TARS2	0	height
0.0397536940872669	0.468544034092683	TDRKH	0	height
0.0390944480895996	0.578227417189762	THEM4	0	height
0.0415732525289059	0.95824803402606	THEM5	0	height
0.0282184183597565	0.00229127857439112	TMOD4	0	height
0.0418566353619099	0.214651704446032	TNFAIP8L2	0	height
0.0352152101695538	0.138146263527085	TUFT1	0	height
0.398218482732773	0.00809863163620583	VPS45	0	height
0.0254045110195875	0.00230668998463116	VPS72	0	height
0.040711909532547	0.0946275232647422	ZNF687	0	height
0.0350755304098129	0.0023468530034817	FLG	0	height
0.0368534252047539	0.0271644767201082	FLG2	0	height
0.0542353801429272	0.00120382344931086	HIST2H2AB	0	height
0.0483651086688042	0.0141838169519615	HIST2H2BF	0	height
0.0368534252047539	0.0422263598151276	S100A11	0	height
0.0366891473531723	0.0918703830314423	TCHH	0	height
0.862543404102325	7.66672444200346e-9	AMD1	1	height
0.436733692884445	0.117445376540798	CDK19	0	height
0.549139142036438	0.17561086840719	GTF3C6	0	height
0.59787917137146	0.088119853671226	RPF2	0	height
0.564875423908234	3.80718200833735e-14	ANGPTL2	1	height
0.116857431828976	0.654694991785805	GARNL3	0	height
0.518393397331238	0.00985087006738239	LMX1B	0	height
0.101227171719074	0.00441991807580266	LRSAM1	0	height
0.362272083759308	0.184474948698565	MVB12B	0	height
0.584107100963593	0.198082534787713	RALGPS1	0	height
0.115100510418415	0.00755076094505091	RPL12	0	height
0.133461996912956	0.446555058042411	SLC2A8	0	height
0.103544868528843	0.00722341989910036	ZBTB34	0	height
0.209840565919876	0.0860893434321499	ZBTB43	0	height
