ensg	filename	TP	rel_weighted_distance	symbol
ENSG00000154262	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_395.txt	1	1	ABCA6
ENSG00000154263	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_395.txt	0	0.937239725	ABCA10
ENSG00000154265	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_395.txt	0	0.597020626	ABCA5
ENSG00000108984	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_395.txt	0	0	MAP2K6
ENSG00000063127	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0	SLC6A16
ENSG00000104894	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.042037107	CD37
ENSG00000074219	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.086423277	TEAD2
ENSG00000104901	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.11580747	DKKL1
ENSG00000161609	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.215336297	CCDC155
ENSG00000142538	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.227979926	PTH2
ENSG00000261949	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.240461071	GFY
ENSG00000104888	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.271894892	SLC17A7
ENSG00000104872	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.297746203	PIH1D1
ENSG00000161618	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.338485754	ALDH16A1
ENSG00000269469	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.37372868	CTD-3148I10.9
ENSG00000090554	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.37372868	FLT3LG
ENSG00000142541	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.387834671	RPL13A
ENSG00000142534	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.404967519	RPS11
ENSG00000268000	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.408839297	hsa-mir-150
ENSG00000104870	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	1	0.466813829	FCGRT
ENSG00000142552	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.514698063	RCN3
ENSG00000142546	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.61520644	NOSIP
ENSG00000126460	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.616954311	PRRG2
ENSG00000126464	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.699180842	PRR12
ENSG00000126458	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.731125329	RRAS
ENSG00000126461	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.773930756	SCAF1
ENSG00000126456	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.790720065	IRF3
ENSG00000126453	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.809384912	BCL2L12
ENSG00000126457	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.844465353	PRMT1
ENSG00000224420	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.848053943	ADM5
ENSG00000169169	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.901803874	CPT1C
ENSG00000126467	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	1	TSKS
ENSG00000196961	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.974621889	AP2A1
ENSG00000010361	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.882003303	FUZ
ENSG00000104973	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.855511337	MED25
ENSG00000104960	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.78018112	PTOV1
ENSG00000039650	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.755880377	PNKP
ENSG00000204673	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.73769602	AKT1S1
ENSG00000104946	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.718228035	TBC1D17
ENSG00000104951	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.689841962	IL4I1
ENSG00000213024	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.649984471	NUP62
ENSG00000269179	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.643772914	CTC-326K19.6
ENSG00000169136	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.599203368	ATF5
ENSG00000161640	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.552122273	SIGLEC11
ENSG00000105053	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.488330789	VRK3
ENSG00000142528	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_419.txt	0	0.374018178	ZNF473
ENSG00000127483	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0	HP1BP3
ENSG00000075151	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.558364699	EIF4G3
ENSG00000117298	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.800050739	ECE1
ENSG00000142794	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	1	NBPF3
ENSG00000162551	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	1	0.988797609	ALPL
ENSG00000076864	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.864313962	RAP1GAP
ENSG00000090686	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.74666294	USP48
ENSG00000187942	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.55464566	LDLRAD2
ENSG00000142798	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_6.txt	0	0.540341149	HSPG2
ENSG00000196843	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	1	ARID5A
ENSG00000114982	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.951784941	KANSL3
ENSG00000114988	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.855435997	LMAN2L
ENSG00000158158	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	1	0.808463334	CNNM4
ENSG00000168763	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.761174517	CNNM3
ENSG00000163126	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.754098669	ANKRD23
ENSG00000213337	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.743772424	ANKRD39
ENSG00000168758	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.724029944	SEMA4C
ENSG00000168754	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.710215762	FAM178B
ENSG00000144199	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.532742782	FAHD2B
ENSG00000135976	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.507183084	ANKRD36
ENSG00000135940	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.09424439	COX5B
ENSG00000115073	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.085761233	ACTR1B
ENSG00000115085	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0.036550718	ZAP70
ENSG00000075568	Ei_gold_standard/FLAMES/calcium/finemap_merged/annotated_credset_77.txt	0	0	TMEM131
ENSG00000144535	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.181934038	DIS3L2
ENSG00000163283	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.347923425	ALPP
ENSG00000163286	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.467767082	ALPPL2
ENSG00000163295	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	1	0.680182157	ALPI
ENSG00000171551	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.79990091	ECEL1
ENSG00000237412	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.963069179	PRSS56
ENSG00000135902	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	1	CHRND
ENSG00000196811	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.97656752	CHRNG
ENSG00000221944	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.940638111	TIGD1
ENSG00000135930	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.932097232	EIF4E2
ENSG00000115468	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.690880915	EFHD1
ENSG00000204120	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0.29789709	GIGYF2
ENSG00000115474	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_12.txt	0	0	KCNJ13
ENSG00000149596	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0	JPH2
ENSG00000132823	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.102646078	OSER1
ENSG00000124194	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.410332263	GDAP1L1
ENSG00000197296	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.546509777	FITM2
ENSG00000101074	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.723678509	R3HDML
ENSG00000101076	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	1	HNF4A
ENSG00000168746	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.83081726	C20orf62
ENSG00000124120	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.725124477	TTPAL
ENSG00000132824	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	1	0.635200269	SERINC3
ENSG00000168734	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.477939031	PKIG
ENSG00000269605	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.151070547	Z97053.1
ENSG00000196839	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_136.txt	0	0.089972849	ADA
ENSG00000066248	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0	NGEF
ENSG00000222001	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.003493392	AC106876.2
ENSG00000115488	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.029124971	NEU2
ENSG00000168918	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.318946842	INPP5D
ENSG00000085978	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.436290327	ATG16L1
ENSG00000130561	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	0.504983011	SAG
ENSG00000077044	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.672164489	DGKD
ENSG00000085982	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	0	0.798742134	USP40
ENSG00000241635	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A8
ENSG00000242515	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A10
ENSG00000241119	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A9
ENSG00000244122	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A7
ENSG00000167165	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A6
ENSG00000240224	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_18.txt	1	1	UGT1A5
ENSG00000186306	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0	OR10T2
ENSG00000180708	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.090246625	OR10K2
ENSG00000173285	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.282918953	OR10K1
ENSG00000198965	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.343354672	OR10R2
ENSG00000197532	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.626830286	OR6Y1
ENSG00000186440	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.692191616	OR6P1
ENSG00000186400	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.760909782	OR10X1
ENSG00000198967	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.876800787	OR10Z1
ENSG00000163554	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	1	1	SPTA1
ENSG00000196171	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.734383858	OR6K2
ENSG00000203757	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.660208723	OR6K3
ENSG00000180433	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.501846981	OR6K6
ENSG00000197403	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.455644083	OR6N1
ENSG00000188340	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.409230328	OR6N2
ENSG00000163563	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_4.txt	0	0.17882732	MNDA
ENSG00000119946	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0	CNNM1
ENSG00000120053	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.058195749	GOT1
ENSG00000119919	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.227996688	NKX2-3
ENSG00000155287	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.362827905	SLC25A28
ENSG00000198018	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.500133251	ENTPD7
ENSG00000119929	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.580135971	CUTC
ENSG00000014919	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.541598564	COX15
ENSG00000023839	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	1	0.734160528	ABCC2
ENSG00000107554	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.987068473	DNMBP
ENSG00000120054	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	1	CPN1
ENSG00000107566	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.82698574	ERLIN1
ENSG00000213341	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.765727394	CHUK
ENSG00000095485	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.69517543	CWF19L1
ENSG00000196072	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.628378755	BLOC1S2
ENSG00000107593	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.605625747	PKD2L1
ENSG00000099194	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_85.txt	0	0.511057253	SCD
ENSG00000158555	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	0	0	GDPD5
ENSG00000149257	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	0	0.226413272	SERPINH1
ENSG00000171533	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	0	0.691685784	MAP6
ENSG00000166391	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	0	1	MOGAT2
ENSG00000062282	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	1	0.927677669	DGAT2
ENSG00000198382	Ei_gold_standard/FLAMES/dbilirubin/finemap_merged/annotated_credset_91.txt	0	0.658884353	UVRAG
ENSG00000175868	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1016.txt	0	0.237326392	CALCB
ENSG00000110680	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1016.txt	0	0	CALCA
ENSG00000188487	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1016.txt	1	0.593065681	INSC
ENSG00000110693	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1016.txt	0	1	SOX6
ENSG00000110721	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.612970344	CHKA
ENSG00000110066	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.722239555	SUV420H1
ENSG00000171067	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.791046135	C11orf24
ENSG00000162337	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	1	1	LRP5
ENSG00000110075	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.985744677	PPP6R3
ENSG00000069482	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.721914367	GAL
ENSG00000132749	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.693928798	MTL5
ENSG00000110090	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.638125614	CPT1A
ENSG00000197345	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.47649272	MRPL21
ENSG00000132740	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.461630007	IGHMBP2
ENSG00000172938	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.371526434	MRGPRD
ENSG00000172935	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.342698732	MRGPRF
ENSG00000162341	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0.290063011	TPCN2
ENSG00000172927	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1105.txt	0	0	MYEOV
ENSG00000182985	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1130.txt	1	1	CADM1
ENSG00000139636	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.893889849	LMBR1L
ENSG00000123416	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.910152803	TUBA1B
ENSG00000167552	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.956113876	TUBA1A
ENSG00000167553	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	1	TUBA1C
ENSG00000135406	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.961426435	PRPH
ENSG00000135451	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.937636202	TROAP
ENSG00000186897	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.930351713	C1QL4
ENSG00000178401	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.918846964	DNAJC22
ENSG00000123352	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.903242558	SPATS2
ENSG00000135519	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.766317803	KCNH3
ENSG00000187778	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.75252242	MCRS1
ENSG00000110844	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.743259907	PRPF40B
ENSG00000135436	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.731622656	FAM186B
ENSG00000161791	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.687939523	FMNL3
ENSG00000139644	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.632570739	TMBIM6
ENSG00000167566	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.566381938	NCKAP5L
ENSG00000186666	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.529373146	BCDIN3D
ENSG00000135472	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.506279545	FAIM2
ENSG00000167580	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.43975433	AQP2
ENSG00000161798	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.430924237	AQP5
ENSG00000086159	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.426700011	AQP6
ENSG00000161800	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.418980721	RACGAP1
ENSG00000110881	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.355010353	ASIC1
ENSG00000066117	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.333251303	SMARCD1
ENSG00000167588	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.31829751	GPD1
ENSG00000178449	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.311823114	COX14
ENSG00000139624	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.297689729	CERS5
ENSG00000050405	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.26119508	LIMA1
ENSG00000269529	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.165255	AC140061.12
ENSG00000185958	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.141829745	FAM186A
ENSG00000161813	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0.089341909	LARP4
ENSG00000066084	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1188.txt	0	0	DIP2B
ENSG00000155816	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_125.txt	0	1	FMN2
ENSG00000268365	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_125.txt	0	0.358099604	AL646016.1
ENSG00000180875	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_125.txt	1	0	GREM2
ENSG00000092439	Ei_gold_standard/FLAMES/ebmd/finemap_merged/annotated_credset_1341.txt	0	0.104068303	TRPM7
