	ontology	P	Beta	genes_in_set	overlapping_genes
2181	GOBP_FOREBRAIN_GENERATION_OF_NEURONS	1.976610717019884e-06	2.916693994803094	52	3
6007	GOBP_LIVER_MORPHOGENESIS	2.1359847239196365e-06	3.592961435993526	24	2
7297	GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	2.4411739241813462e-06	3.6746227501380533	15	2
6935	GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	2.832774240500375e-06	1.4428851150812723	1257	14
6451	GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	2.839240855044643e-06	3.673872422493717	14	2
3739	GOBP_ENDOTHELIAL_CELL_MIGRATION	3.0685490426190334e-06	2.213210466057647	209	5
601	GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	3.439548332673938e-06	3.52633797662377	22	2
4994	GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	3.439548332673938e-06	3.526337976623771	22	2
6118	GOBP_TISSUE_MIGRATION	3.691263824406726e-06	2.0166027303803653	300	6
6456	GOBP_PRESYNAPSE_ORGANIZATION	4.417484112995528e-06	2.826398608290432	51	3
6602	GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	4.478249789904682e-06	3.5435901865762585	17	2
4590	GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	4.984774948784354e-06	2.0213537155905152	230	6
4793	GOBP_METAPHASE_PLATE_CONGRESSION	5.378657064168586e-06	2.7647393762582015	71	3
151	GOBP_NEURON_MIGRATION	5.759529413895112e-06	2.1719636733643077	168	5
2203	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	5.99591635854814e-06	2.161466648202526	175	5
5122	GOBP_HEAD_DEVELOPMENT	6.352284768593338e-06	1.535629807322557	790	11
4465	GOBP_NEURON_FATE_COMMITMENT	6.812656733796278e-06	2.736466430868028	67	3
4113	GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	7.0683841017248355e-06	1.4195281962755488	1190	13
1943	GOBP_DENDRITE_DEVELOPMENT	7.282717778314354e-06	1.9954263799857388	228	6
1556	GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	7.396778862748427e-06	2.122524891823999	218	5
2323	GOBP_MELANOCYTE_DIFFERENTIATION	7.979718228172519e-06	3.375418916520516	24	2
4481	GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	7.987523776982817e-06	2.114551988198265	219	5
1755	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	8.6935404040123e-06	3.3383815174103724	29	2
977	GOBP_VESICLE_TARGETING	8.93433726984598e-06	2.710709810645757	62	3
4577	GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	9.521701055236924e-06	2.3714053644841164	101	4
7502	GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	9.717980542247895e-06	2.6890092829122314	87	3
8359	GOCC_PRESYNAPTIC_MEMBRANE	1.0385740633019201e-05	2.1295328635240933	162	5
4960	GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	1.1966666701310042e-05	2.335538471845795	108	4
1445	GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1.2873975634501128e-05	1.4674645138795779	1002	11
4740	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.3164220096395314e-05	2.640813181890176	79	3
6493	GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	1.3364877503952508e-05	3.2782514905141986	26	2
2715	GOBP_INTERLEUKIN_21_PRODUCTION	1.4809843194691539e-05	6.182237940613937	2	1
23	GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1.4897472351847824e-05	1.4577865226567834	932	11
5174	GOBP_HEART_GROWTH	1.695444468278104e-05	2.6056008823996044	80	3
4238	GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	1.7707124948417462e-05	3.2100183389832115	31	2
5544	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	1.8633164621877276e-05	3.196357352754994	37	2
4237	GOBP_REGULATION_OF_ORGAN_GROWTH	1.907837329844057e-05	2.588268564247109	86	3
4768	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	2.191720290076563e-05	1.2513137720616907	1750	16
4962	GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	2.3567155547518784e-05	2.600732326705458	59	3
3378	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS_BY_VEGF_ACTIVATED_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	2.366987200510068e-05	4.795714019864923	5	1
7482	GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	2.3708992374378786e-05	1.3344960733288445	1311	13
3038	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	2.924487886994721e-05	3.1201366324674704	32	2
4538	GOBP_CHROMOSOME_LOCALIZATION	2.928125456431178e-05	2.5273768029156782	86	3
8708	GOCC_DISTAL_AXON	2.9997686224535574e-05	1.8486371890330562	267	6
4530	GOBP_CELL_MOTILITY	3.000335705148627e-05	1.2833100865668552	1560	14
6268	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	3.224875046074354e-05	3.1666818364347047	22	2
84	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	3.376270289620684e-05	1.5342665718885389	604	9
8395	GOCC_AXONAL_GROWTH_CONE	3.5902922577948596e-05	3.1395150405599637	23	2
4480	GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	3.6577726200592525e-05	2.4946695616082932	94	3
4741	GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	3.711160411963171e-05	3.07306066769396	34	2
3337	GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	3.93935053535911e-05	4.572493936962277	6	1
7407	GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	4.1821013641647916e-05	5.152464401794776	3	1
7387	GOBP_REGULATION_OF_ARTERY_MORPHOGENESIS	4.6898546592038155e-05	4.812880498528564	4	1
7406	GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	4.6898546592038406e-05	4.812880498528564	4	1
2858	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	5.140464113178653e-05	3.015839687076279	34	2
1115	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	5.637138593027464e-05	2.433721898307301	106	3
5139	GOBP_BONE_MORPHOGENESIS	5.768244035465306e-05	2.4281574207629957	94	3
7378	GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	6.364035378527925e-05	4.567978403884104	5	1
208	GOBP_B_1_B_CELL_DIFFERENTIATION	6.364035378527925e-05	4.567978403884104	5	1
6741	GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS	6.364035378527925e-05	4.567978403884104	5	1
3995	GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	6.364035378527925e-05	4.567978403884104	5	1
5767	GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	6.43961296079209e-05	2.9649969154341416	39	2
4656	GOBP_PIGMENT_CELL_DIFFERENTIATION	6.655635903568195e-05	2.9675004656545303	35	2
4707	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	6.799778436730347e-05	1.2950049253551252	1233	12
1545	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	6.941665726423054e-05	2.4000611307883357	99	3
1435	GOBP_EMBRYO_DEVELOPMENT	7.327811016404555e-05	1.3326052269327475	1086	11
2192	GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	7.42089131198084e-05	2.987333137750083	27	2
1446	GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	7.578657160338738e-05	1.2184896676152326	1541	14
5888	GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	7.9137016294734e-05	2.3851870530198327	114	3
1647	GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	8.057434228364414e-05	2.920030829288349	44	2
7752	GOCC_HISTONE_DEACETYLASE_COMPLEX	8.50273510217046e-05	2.395278278962816	76	3
4435	GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	8.548901123468192e-05	1.8554215564153391	291	5
1701	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	8.643214078079944e-05	2.07722587659558	145	4
4016	GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	8.66508304207848e-05	2.374741353957497	88	3
6690	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	9.027891541256241e-05	4.37526092767206	6	1
6791	GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	9.027891541256265e-05	4.37526092767206	6	1
326	GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	9.027891541256265e-05	4.375260927672059	6	1
5891	GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	9.027891541256292e-05	4.37526092767206	6	1
8249	GOCC_INTERPHOTORECEPTOR_MATRIX	9.027891541256292e-05	4.37526092767206	6	1
4803	GOBP_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	9.027891541256292e-05	4.37526092767206	6	1
4468	GOBP_NEURON_DEVELOPMENT	9.45934744101787e-05	1.2956041301242982	1055	12
3386	GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	9.639889973729672e-05	4.235868619590649	8	1
8451	GOCC_SPINDLE_MIDZONE	9.767821761437014e-05	2.8967186898011463	36	2
2342	GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	9.853576456683202e-05	2.8874963893490935	39	2
6542	GOBP_MITOTIC_NUCLEAR_DIVISION	9.941324481054504e-05	1.8379426753163912	277	5
4988	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	9.997874736575585e-05	2.3463015279226562	112	3
8537	GOCC_MITOTIC_SPINDLE	0.000102339947297758	2.0408275657536077	169	4
2478	GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.00010378535211672846	1.7021917406783735	329	6
8653	GOCC_GLUTAMATERGIC_SYNAPSE	0.00010503058379456297	1.6089595491108928	396	7
6113	GOBP_C_5_METHYLATION_OF_CYTOSINE	0.0001073303640413114	4.5785318194126035	4	1
6557	GOBP_REGULATION_PROTEIN_CATABOLIC_PROCESS_AT_SYNAPSE	0.00010733036404131163	4.578531819412603	4	1
4255	GOBP_LYMPHOCYTE_ACTIVATION	0.00011221844807794793	1.4848942423716658	745	8
6378	GOBP_MAINTENANCE_OF_CELL_NUMBER	0.00011250798289438383	2.0269141590985704	175	4
4477	GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	0.0001159107708691363	2.8500423201968568	45	2
8575	GOCC_MITOTIC_SPINDLE_POLE	0.00011734399456300014	2.8583004276817285	38	2
3464	GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	0.00012042609830534049	1.2152891219488615	1577	13
6369	GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	0.00012376583088678176	2.893840774385372	28	2
6963	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	0.0001278837731919086	4.215845625985058	7	1
3228	GOBP_INTERLEUKIN_15_MEDIATED_SIGNALING_PATHWAY	0.0001278837731919142	4.215845625985047	7	1
4397	GOBP_PARAXIAL_MESODERM_FORMATION	0.00012788377319191473	4.215845625985046	7	1
4615	GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.00012788377319191473	4.215845625985046	7	1
127	GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	0.0001304217442934328	1.661366664568364	416	6
7920	GOCC_POLAR_MICROTUBULE	0.0001315848358159072	4.370475620132063	5	1
3668	GOBP_RESPONSE_TO_ALKALOID	0.0001360703240311442	2.3044825421540556	95	3
4511	GOBP_DENDRITE_MORPHOGENESIS	0.00013735126651350053	2.0374044543914454	135	4
7503	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	0.00014053839717507975	2.817806181967728	54	2
3736	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0.00014086194713943648	2.2927708480798534	114	3
109	GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	0.00014158197040915302	4.102260677802407	9	1
2317	GOBP_BONE_MINERALIZATION	0.00015219443845348082	2.2805423961221027	113	3
173	GOBP_BLASTOCYST_FORMATION	0.00015441562644478554	2.796506711141443	44	2
8630	GOCC_POSTSYNAPSE	0.0001595699169349355	1.4158195091427233	634	9
3994	GOBP_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	0.00017089783089772718	4.203364796431503	6	1
1725	GOBP_NEUROBLAST_DIFFERENTIATION	0.0001708978308977276	4.203364796431502	6	1
6960	GOBP_REGULATION_OF_AMACRINE_CELL_DIFFERENTIATION	0.00017089783089773057	4.203364796431496	6	1
5421	GOBP_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION	0.00017089783089773184	4.203364796431494	6	1
2429	GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	0.0001781285370623246	4.079632846815375	8	1
7505	GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	0.0001781285370623249	4.079632846815375	8	1
293	GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.00017812853706232677	4.0796328468153735	8	1
2235	GOBP_GLAND_MORPHOGENESIS	0.0001812420106943423	2.255458419628666	124	3
15	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	0.0001834900859295035	1.9606315063196533	191	4
1528	GOBP_POSITIVE_REGULATION_OF_MACROMOLECULE_BIOSYNTHETIC_PROCESS	0.00019299176961370493	1.1211337769034495	1828	15
7292	GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	0.00019331277956956372	2.793263776934492	32	2
2636	GOBP_RESPONSE_TO_ESTRADIOL	0.00019924447395344106	2.2385424050807003	118	3
3737	GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0.00020135588815509633	2.741344421311816	50	2
5526	GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	0.00021478266586136244	2.729699883324857	48	2
5543	GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	0.00022050592856867631	2.728282821740811	58	2
5806	GOBP_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	0.00022488096981258137	4.063058071064977	7	1
2760	GOBP_DNA_METHYLATION_ON_CYTOSINE	0.00023213239555437026	4.198799139740945	5	1
8058	GOCC_CCR4_NOT_CORE_COMPLEX	0.00023213239555437026	4.198799139740945	5	1
7686	GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	0.00023213239555437026	4.198799139740945	5	1
5684	GOBP_DEPHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN	0.00023213239555437026	4.198799139740945	5	1
4427	GOBP_THYMUS_DEVELOPMENT	0.00023991544603645877	2.7083641846058715	48	2
3763	GOBP_KERATINOCYTE_PROLIFERATION	0.00024040339641821077	2.7068154672777336	55	2
2116	GOBP_TELENCEPHALON_DEVELOPMENT	0.00024233192585639433	1.7448471290075245	260	5
5781	GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	0.0002428522693252439	3.9605635520656537	9	1
5552	GOBP_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	0.0002428522693252439	3.960563552065654	9	1
5648	GOBP_RESPONSE_TO_INTERLEUKIN_15	0.0002428522693252439	3.9605635520656537	9	1
7919	GOCC_SPINDLE	0.0002475898567279073	1.5963083949246533	391	6
4593	GOBP_SYNAPSE_ORGANIZATION	0.00025758825588774453	1.5077519165763966	448	7
4482	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	0.0002697269454828275	2.1911322083585008	127	3
83	GOBP_CELL_MORPHOGENESIS	0.00027182028859308534	1.282733556127911	897	10
4053	GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	0.00027584433387490686	2.682786940866031	47	2
3143	GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	0.00028232237791940833	2.685703844107052	43	2
1580	GOBP_POSITIVE_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	0.00028627852817823937	4.052541581569357	6	1
531	GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	0.0002862785281782408	4.052541581569353	6	1
4223	GOBP_NEGATIVE_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	0.0002862785281782429	4.052541581569352	6	1
4617	GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0002946299190560197	3.941784084667367	8	1
8382	GOCC_FANCONI_ANAEMIA_NUCLEAR_COMPLEX	0.0002946299190560197	3.9417840846673684	8	1
6090	GOBP_POSITIVE_REGULATION_OF_DEACETYLASE_ACTIVITY	0.0002946299190560197	3.941784084667368	8	1
401	GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION	0.00029462991905602044	3.9417840846673675	8	1
6636	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_BINDING	0.00029462991905602104	3.941784084667367	8	1
7651	GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.00029462991905602104	3.941784084667367	8	1
2394	GOBP_FOREBRAIN_DEVELOPMENT	0.0002982669135582474	1.578565715427832	386	6
4456	GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.00029966808826288453	2.180357859098555	106	3
4340	GOBP_DEVELOPMENTAL_PIGMENTATION	0.0003063335465769975	2.6627995162229	47	2
4014	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	0.0003072484000498712	1.896297600652668	186	4
4488	GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	0.000313595179058613	2.6661612828940724	43	2
6818	GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	0.00031889252028605603	2.174642766918707	102	3
4396	GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	0.000323918391947488	3.854705535908854	10	1
7414	GOBP_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	0.000324327647067636	4.203032867972603	4	1
2905	GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	0.0003591040079661847	3.9279182654568956	7	1
3431	GOBP_EMBRYONIC_CLEAVAGE	0.0003591040079661858	3.9279182654568956	7	1
4484	GOBP_OLIGODENDROCYTE_DIFFERENTIATION	0.0003646285377444701	2.15710437185496	100	3
2130	GOBP_HINDBRAIN_MATURATION	0.0003696819477146437	4.04835013393009	5	1
4403	GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.00038166918366059043	3.834784675932801	9	1
3224	GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION	0.00038166918366059043	3.834784675932801	9	1
3762	GOBP_ASTROCYTE_CELL_MIGRATION	0.00038166918366059596	3.834784675932797	9	1
6459	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	0.00038633019325780185	2.157934376837533	93	3
5138	GOBP_BONE_DEVELOPMENT	0.00040188649678266655	1.8516978234984787	221	4
5889	GOBP_MACROPHAGE_APOPTOTIC_PROCESS	0.0004231524532239157	3.7593562092346224	11	1
7668	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING	0.00044116826303951376	3.918984478844141	6	1
6977	GOBP_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	0.000441168263039515	3.9189844788441395	6	1
6556	GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE	0.000441168263039515	3.9189844788441404	6	1
1547	GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	0.000441168263039518	3.9189844788441395	6	1
4657	GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION	0.0004509624063970316	3.8189973545099867	8	1
6473	GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	0.0004509624063970328	3.8189973545099862	8	1
8622	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	0.0004622262133045653	2.135332297042545	91	3
4610	GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	0.0004635054596420438	2.572849933884506	60	2
3105	GOBP_CARDIOCYTE_DIFFERENTIATION	0.0004652315593327849	2.103931779312961	142	3
4734	GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	0.0004892466475758395	2.0940029577845527	131	3
1757	GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	0.0005273880166392893	2.547850096770783	55	2
8651	GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	0.0005353494595597965	3.8072543945998922	7	1
2183	GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT	0.0005353494595597988	3.8072543945998913	7	1
7062	GOBP_POSITIVE_REGULATION_OF_FEAR_RESPONSE	0.0005353494595597988	3.8072543945998913	7	1
1546	GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	0.0005353494595598013	3.8072543945998913	7	1
3449	GOBP_GLIOGENESIS	0.0005429207383977546	1.6362892319547226	305	5
2218	GOBP_METENCEPHALON_DEVELOPMENT	0.000553480084922386	2.0866524935839363	108	3
6665	GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	0.0005629560985726965	3.722050016198169	9	1
5925	GOBP_GLOMERULUS_MORPHOGENESIS	0.0005629560985726965	3.722050016198169	9	1
4342	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	0.0005629560985726979	3.722050016198169	9	1
2837	GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	0.0005629560985726979	3.722050016198169	9	1
6443	GOBP_POSTSYNAPSE_ASSEMBLY	0.0005761050489622273	2.56540591860218	39	2
3007	GOBP_CELL_JUNCTION_ASSEMBLY	0.0006132226643109594	1.4924669049867696	426	6
8378	GOCC_MYELIN_SHEATH	0.0006142640377483576	2.5322230039321463	46	2
6816	GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	0.0006231731509377534	1.795300436861812	206	4
209	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	0.000626893349420063	2.055210377268682	151	3
4735	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	0.0006355127390982447	2.508202923175594	58	2
4725	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	0.0006447056310084346	1.1957731482492893	1012	10
8465	GOCC_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	0.0006518278980294018	3.7086060734202415	8	1
1937	GOBP_DEPHOSPHORYLATION	0.0006560272368438835	1.6123598383504052	310	5
