	ontology	P	Beta	genes_in_set	overlapping_genes
8611	GOCC_PLASMA_MEMBRANE_REGION	5.1698636462197525e-08	1.0717344593792797	1233	33
6476	GOBP_SYNAPTIC_MEMBRANE_ADHESION	8.177894548242047e-08	2.7321502175819923	27	5
6364	GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	8.591559640468165e-08	1.2005479752351698	784	24
2987	GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	9.929101870851339e-08	1.1361146809441012	947	27
2215	GOBP_NEUROGENESIS	1.2437402304105897e-07	0.9680370686028336	1584	41
8091	GOCC_AXON	1.316806040944041e-07	1.2035581521314005	613	24
525	GOBP_HEART_PROCESS	1.3979033677218804e-07	1.692700568876081	241	11
1937	GOBP_DEPHOSPHORYLATION	1.632847469208487e-07	1.5047011758062732	310	14
242	GOBP_REGULATION_OF_HEART_RATE	1.7616996933953648e-07	2.116861841208511	100	7
6074	GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	2.2801576053233723e-07	2.556716490947387	40	5
7292	GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	2.5938709135772253e-07	2.580588893297872	32	5
8580	GOCC_DENDRITIC_TREE	2.8669227244475007e-07	1.1915611025842718	588	23
4353	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	3.481068213642736e-07	1.5952151243805217	189	12
3038	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	3.8710238866965334e-07	2.8117722846241033	32	4
8708	GOCC_DISTAL_AXON	4.166545060389771e-07	1.46628700030219	267	14
5058	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	4.1911758844041827e-07	1.728281305285325	143	10
2184	GOBP_FOREBRAIN_NEURON_DIFFERENTIATION	4.1963581454358903e-07	2.485498271687624	43	5
4591	GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	4.7009011079883574e-07	2.2466115679048686	55	6
4940	GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	5.37484347058685e-07	1.6099588445233604	243	11
5354	GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	5.774141223779119e-07	3.37054019360469	15	3
3141	GOBP_REGULATION_OF_DEPHOSPHORYLATION	6.2933027460092e-07	1.8862227116912997	120	8
4588	GOBP_MONOATOMIC_ION_HOMEOSTASIS	8.393881440783681e-07	1.2504580771298939	593	18
3007	GOBP_CELL_JUNCTION_ASSEMBLY	8.818453706066207e-07	1.3232363064306714	426	16
8325	GOCC_SOMATODENDRITIC_COMPARTMENT	9.245932445661341e-07	1.0627188055770875	813	27
6053	GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	9.292112965317734e-07	2.160529511588593	70	6
5398	GOBP_CARDIAC_CONDUCTION	9.361171582073518e-07	1.9879266522653036	96	7
4476	GOBP_GENERATION_OF_NEURONS	1.015798226111969e-06	0.9388081616462491	1371	36
4502	GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	1.3496395133126263e-06	3.396003797054604	11	3
3662	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	1.582895721527202e-06	1.2209790307936421	556	18
6061	GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	1.6302282975034604e-06	3.1753172130540315	17	3
4593	GOBP_SYNAPSE_ORGANIZATION	1.6578351337535058e-06	1.2321902438703531	448	18
7021	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.6793034911322301e-06	1.6993792966274899	169	9
4960	GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	1.7111256160385758e-06	1.819135767840754	108	8
6268	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	1.7843904637839864e-06	2.706832279155889	22	4
5774	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1.806569397966827e-06	1.2436036844625278	551	17
1106	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1.883022374794793e-06	2.126071975201075	52	6
957	GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	1.915798127327487e-06	1.2760190799343691	496	16
1239	GOBP_ASSOCIATIVE_LEARNING	2.0220977124115693e-06	1.9346772349848338	85	7
2181	GOBP_FOREBRAIN_GENERATION_OF_NEURONS	2.115448269014213e-06	2.298498518686027	52	5
6388	GOBP_INORGANIC_ION_HOMEOSTASIS	2.2200176942557755e-06	1.266657181133338	525	16
935	GOBP_MONOATOMIC_CATION_TRANSPORT	2.3192252491550542e-06	1.0375429913337804	975	25
6452	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	2.434275397605981e-06	3.2902950790553294	11	3
522	GOBP_MUSCLE_SYSTEM_PROCESS	2.6715000029717157e-06	1.3843419982250365	406	13
6051	GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	2.8983569688877158e-06	2.0535838852066917	73	6
7408	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	2.9808421386211734e-06	3.1844664990654494	13	3
8278	GOCC_CALCIUM_CHANNEL_COMPLEX	3.0851850791842143e-06	2.0466401277857997	74	6
1207	GOBP_REGULATION_OF_HEART_CONTRACTION	3.1123631299672164e-06	1.6475592324692638	196	9
7087	GOBP_REGULATION_OF_BLOOD_CIRCULATION	3.159047996970591e-06	1.5616001657667948	243	10
6634	GOBP_REGULATION_OF_RECEPTOR_BINDING	3.225475736113539e-06	3.0115765682041586	21	3
6339	GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	3.2426371219018275e-06	1.6460620702000104	189	9
6059	GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	3.283214229340307e-06	2.554585371907117	34	4
934	GOBP_MONOATOMIC_ION_TRANSPORT	3.477746864515198e-06	0.972247906453506	1157	28
1193	GOBP_BEHAVIOR	3.837523151269789e-06	1.1242820478768114	625	20
8092	GOCC_SITE_OF_POLARIZED_GROWTH	3.988820345333422e-06	1.5673192108930025	164	10
5805	GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	4.0250830414590745e-06	3.0099754289422487	19	3
4753	GOBP_SEQUESTERING_OF_CALCIUM_ION	4.310025145082297e-06	1.8417196688453152	130	7
8417	GOCC_PLASMA_MEMBRANE_RAFT	4.318537810141167e-06	1.9897295149020489	107	6
6164	GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	4.389582655559451e-06	1.6184841364965061	219	9
3763	GOBP_KERATINOCYTE_PROLIFERATION	4.950666382011444e-06	2.4420432000286394	55	4
104	GOBP_ACTION_POTENTIAL	5.403892339605255e-06	1.7135442270819774	135	8
5889	GOBP_MACROPHAGE_APOPTOTIC_PROCESS	5.61028009789106e-06	3.6517819355515115	11	2
2074	GOBP_CELLULAR_HOMEOSTASIS	5.7090217131379065e-06	1.0969698168494062	745	20
5005	GOBP_TRANSMEMBRANE_TRANSPORT	5.9840981125576305e-06	0.8977642414278781	1460	32
3725	GOBP_REGULATION_OF_MUSCLE_ADAPTATION	6.2450663345711685e-06	2.1537505660701184	74	5
601	GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	6.411520849362247e-06	2.9031854836769453	22	3
1194	GOBP_LEARNING	6.620664032356121e-06	1.6079756435847887	147	9
6067	GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	6.884600119555443e-06	4.340191271699131	5	2
4862	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	7.107111271258962e-06	1.81959674062314	94	7
6459	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	7.698464210565673e-06	1.8134332005108116	93	7
6445	GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	8.219763161976893e-06	2.1726414967633843	44	5
6636	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_BINDING	8.262313015069192e-06	3.8074802384333215	8	2
1202	GOBP_LOCOMOTORY_BEHAVIOR	8.467643975661654e-06	1.5020588165650184	197	10
3084	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	8.8982084377081e-06	1.228062887346941	441	15
5553	GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	9.515916539733385e-06	1.9214647656729094	96	6
7954	GOCC_CAVEOLA	9.520905447862294e-06	2.1066322342599815	77	5
7297	GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	1.0070811448576708e-05	2.933720006887862	15	3
4403	GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	1.0351389587680677e-05	3.6864813340861016	9	2
4837	GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1.1298287070460996e-05	2.1085127033556756	60	5
3008	GOBP_CELL_JUNCTION_ORGANIZATION	1.311044473000856e-05	1.0372653556109985	711	21
6479	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1.376661144173958e-05	1.6418531359511885	127	8
6451	GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1.3801580833740048e-05	2.897222924024472	14	3
6369	GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1.3975160165229084e-05	2.399492482169051	28	4
4535	GOBP_CHEMICAL_HOMEOSTASIS	1.6110215668636446e-05	0.9980716058538621	953	22
3081	GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1.8356449427654328e-05	1.11675371258982	562	17
8584	GOCC_RIBBON_SYNAPSE	1.857626384534421e-05	2.8616353409352198	13	3
4313	GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	1.975272263056298e-05	1.865883727234848	77	6
8327	GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	2.1159017008998324e-05	3.734715753191137	7	2
3059	GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	2.2061206885208066e-05	3.4016204070264386	12	2
793	GOBP_PROTEIN_DEPHOSPHORYLATION	2.2423281926304522e-05	1.4215152350071831	235	10
3143	GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	2.370808145708221e-05	2.280623512975271	43	4
8597	GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	2.805760148539707e-05	3.509069558681901	9	2
4776	GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	2.826630120823486e-05	1.9891058565951636	77	5
8276	GOCC_ION_CHANNEL_COMPLEX	2.8940226269309093e-05	1.2890138729449387	289	12
3562	GOBP_HOMEOSTATIC_PROCESS	2.9928391285459327e-05	0.8470027445921059	1581	30
4944	GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC	3.03937500736357e-05	2.0052398349081515	56	5
4468	GOBP_NEURON_DEVELOPMENT	3.1375053766282696e-05	0.8817624865584139	1055	28
6062	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	3.3838662141998895e-05	3.4165204995042076	10	2
5356	GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	3.383866214199902e-05	3.4165204995042076	10	2
2092	GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	3.6759082395791285e-05	1.3778479797515768	276	10
6816	GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	3.721992027530429e-05	1.454368143016833	206	9
4604	GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	3.919474684684542e-05	1.9527327846621008	77	5
1183	GOBP_EXCRETION	4.0026370466427046e-05	2.5382827244547443	38	3
5175	GOBP_REGULATION_OF_HEART_GROWTH	4.05717849774381e-05	2.1839979980828765	58	4
8277	GOCC_CATION_CHANNEL_COMPLEX	4.066410772879183e-05	1.4525515193582248	185	9
1747	GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	5.163193927654069e-05	0.9760112920945644	894	20
4060	GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5.194038149657674e-05	3.804272188304953	5	2
3723	GOBP_MUSCLE_ADAPTATION	5.376040362339733e-05	1.9030906543855333	99	5
8645	GOCC_MEMBRANE_MICRODOMAIN	5.540495124348846e-05	1.3430040103736978	312	10
2262	GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	5.999887357834462e-05	1.7258162707356748	123	6
4838	GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	6.222796054490799e-05	3.188641065813928	13	2
6071	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	6.222796054490848e-05	3.188641065813928	13	2
3308	GOBP_REPLACEMENT_OSSIFICATION	6.744954734338315e-05	2.504927182435145	28	3
2019	GOBP_VIRAL_PROTEIN_PROCESSING	6.796735245578153e-05	2.489030117654781	31	3
7594	GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	6.82963716901266e-05	2.1735058872239534	31	4
5107	GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	7.072683401996855e-05	1.7284893727109374	86	6
6306	GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	7.415611305786148e-05	1.8687467562191773	94	5
7198	GOBP_REGULATION_OF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	7.672802282226119e-05	1.26175424956651	313	11
5320	GOBP_CORONARY_VASCULATURE_MORPHOGENESIS	9.007355749085551e-05	3.01404369819105	18	2
4511	GOBP_DENDRITE_MORPHOGENESIS	9.125431393581604e-05	1.4751178159233649	135	8
6457	GOBP_POSTSYNAPSE_ORGANIZATION	9.406549650860883e-05	1.385636389739924	177	9
4920	GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	9.505898259255476e-05	3.366045014761516	7	2
1694	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	0.00010265955585088476	1.186623522113851	387	12
4988	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.00010681493947763058	1.8191866151240434	112	5
6661	GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	0.00011114853612337283	2.4457830566419188	24	3
1678	GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	0.00011311850038060861	3.0091762038305556	16	2
3483	GOBP_RESPONSE_TO_COCAINE	0.00012661976288540352	2.0540325482935082	46	4
5043	GOBP_CARDIAC_MUSCLE_CONTRACTION	0.00013097812013376038	1.6427082954751966	126	6
4964	GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.00013370632197598294	3.129092072150592	10	2
2331	GOBP_SLEEP	0.000135204761649164	2.389157338790039	29	3
6443	GOBP_POSTSYNAPSE_ASSEMBLY	0.0001388934985491213	2.0547184954303037	39	4
1647	GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.00014557589213165726	2.3290914087622996	44	3
4354	GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	0.00015002810131558368	1.8178266018756348	56	5
2203	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	0.000151057438724405	1.4153217980993844	175	8
4987	GOBP_CARDIAC_CELL_DEVELOPMENT	0.00015212471436312904	1.9901681882830162	82	4
5884	GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	0.00015440239516953126	3.0641457512313184	11	2
7952	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	0.00015515638365445948	2.0166096500838826	52	4
6786	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.0001617108208303705	0.8393517989014558	1221	24
3253	GOBP_RENAL_SODIUM_EXCRETION	0.00016367890407241855	2.868512147903262	21	2
8743	GOCC_TRANSPORTER_COMPLEX	0.0001791571937746053	1.1060909861299597	397	13
4951	GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	0.0001800582379717655	3.135316770106713	8	2
2715	GOBP_INTERLEUKIN_21_PRODUCTION	0.0001807089959888215	5.316356798171049	2	1
6413	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.000193627912794169	2.3262077867990905	30	3
2650	GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	0.00019673179733182246	1.2437563824953488	274	10
3803	GOBP_REGULATION_OF_EXCRETION	0.00019678883368193207	2.824663918328207	22	2
5521	GOBP_SYNAPTIC_VESICLE_BUDDING	0.00020089872272258558	3.0669163414248928	9	2
8335	GOCC_SARCOLEMMA	0.00020692318726613782	1.5909349468325018	133	6
5765	GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	0.00020849082582829348	2.948379044023755	13	2
5568	GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	0.00021718700801459027	2.2843576666799996	37	3
6412	GOBP_REGULATION_OF_ACTION_POTENTIAL	0.0002336550097789588	1.954784263709429	56	4
8622	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	0.00023916797068909606	1.5936960448737214	91	6
3142	GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	0.0002399712127404199	1.7361459678411073	83	5
5883	GOBP_RESPONSE_TO_EPINEPHRINE	0.0002425825304445809	2.8961869016563817	14	2
6305	GOBP_RESPONSE_TO_ALCOHOL	0.0002498505124126334	1.3567114646657064	246	8
4606	GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	0.00025892479978208605	2.2504769324300313	39	3
7016	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	0.00025892479978208654	2.2504769324300313	39	3
8090	GOCC_T_TUBULE	0.00026699710289912975	1.9440387581510914	50	4
3146	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	0.0002706432417166155	2.26678427054812	31	3
7428	GOBP_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM	0.0002820819961848914	4.2175910411171245	4	1
6374	GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.0002820819961848914	4.2175910411171245	4	1
4355	GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	0.00028687399358959286	2.287845064659029	23	3
1943	GOBP_DENDRITE_DEVELOPMENT	0.0002933462411414351	1.218582968618355	228	10
2476	GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.00031312031614583164	0.9180646915546312	642	18
8040	GOCC_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	0.00032118559747841156	2.9461234051308427	9	2
1094	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	0.00032118559747841227	2.9461234051308423	9	2
175	GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION	0.00032329327487755274	2.7646006932561167	19	2
4401	GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.00032698058741099944	2.8007778011209474	16	2
5122	GOBP_HEAD_DEVELOPMENT	0.0003625166395702157	0.8647399383425552	790	20
1105	GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	0.0003628946039143856	2.2341465591658305	26	3
222	GOBP_STARTLE_RESPONSE	0.0003628946039143856	2.23414655916583	26	3
4611	GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.00037642659484166726	2.72346908039969	20	2
6456	GOBP_PRESYNAPSE_ORGANIZATION	0.00038207477775314914	1.8915202710742902	51	4
5634	GOBP_DENDRITE_SELF_AVOIDANCE	0.0003865151672277518	2.7948198742066155	14	2
7989	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	0.00039282565052740177	1.315463028609674	347	8
3668	GOBP_RESPONSE_TO_ALKALOID	0.00039534845272253807	1.667289912744624	95	5
6070	GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	0.0003967878996265295	1.8755997195258436	60	4
6682	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0003980171661767246	1.6707975504146788	87	5
8600	GOCC_9PLUS2_MOTILE_CILIUM	0.0004033372547955986	1.652235229837118	139	5
4946	GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	0.00040481420451054004	2.8385145881312908	11	2
987	GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	0.0004363953196866581	2.6841657336253855	21	2
8621	GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	0.0004400548387726075	2.8896981303866895	8	2
172	GOBP_BLASTOCYST_DEVELOPMENT	0.0004522324818282693	1.6433353114621612	112	5
4740	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0.0004536688860173384	1.8410272921852529	79	4
1700	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.0004710013739326808	1.0008696690525543	427	14
4916	GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	0.00047748649040164925	3.92983222563933	5	1
3378	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS_BY_VEGF_ACTIVATED_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.0004774864904016515	3.929832225639329	5	1
5321	GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	0.0004774864904016515	3.92983222563933	5	1
4137	GOBP_UMP_CATABOLIC_PROCESS	0.0004774864904016515	3.929832225639329	5	1
2192	GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	0.0004859257269352307	2.178988034549128	27	3
7427	GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	0.0004863612358779728	2.836086115689997	9	2
173	GOBP_BLASTOCYST_FORMATION	0.0004880667990645551	2.1349136348430497	44	3
5770	GOBP_CELLULAR_RESPONSE_TO_LIPID	0.0004948109951635768	1.0205390969122863	573	13
990	GOBP_MUSCLE_CONTRACTION	0.0005333857087501828	1.2092272154802883	324	9
4237	GOBP_REGULATION_OF_ORGAN_GROWTH	0.0005642796534234662	1.8059371745630908	86	4
6326	GOBP_SYNAPTIC_VESICLE_LOCALIZATION	0.0005825686840792782	1.8299057538226369	51	4
2190	GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	0.0006034934849047537	2.7392670850930383	11	2
211	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	0.000609324101917698	1.7918618990734396	93	4
6399	GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	0.0006206763443921941	1.829516047582025	44	4
2223	GOBP_MEMBRANE_DOCKING	0.0006263523939836683	1.612308067256118	88	5
6500	GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	0.0006264259661792359	2.10252704431997	39	3
5174	GOBP_HEART_GROWTH	0.0006288411786665812	1.7934370804511617	80	4
1788	GOBP_MUSCLE_HYPERTROPHY	0.0006371895771011727	1.789849347999717	83	4
8396	GOCC_CELL_BODY	0.0006377182290790901	0.9178360489458657	550	16
8632	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	0.0006429240096744769	0.9672564257112565	561	14
3055	GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	0.0006443872278914719	1.261664997510102	266	8
5557	GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION	0.0006592147833199574	2.6598876152343713	15	2
8377	GOCC_PERIKARYON	0.0006658132132294462	1.3563779541583054	148	7
8745	GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	0.0006747353683201916	2.6951268008871256	12	2
6804	GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.0006747353683201937	2.695126800887125	12	2
5612	GOBP_CALCIUM_ION_IMPORT	0.0006934966593783883	2.071886269227555	46	3
6544	GOBP_EXOCYTIC_PROCESS	0.0007022231725984349	1.6003193145185977	83	5
8449	GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	0.0007421070728306841	2.086523276610935	33	3
