	ontology	P	Beta	genes_in_set	overlapping_genes
62	postsynaptic density, intracellular component (GO:0099092)	0.0006410671212200975	1.8174803785444895	49	4
236	synapse disassembly (GO:0098883)	0.0007659480888321839	2.676156470719923	11	2
237	regulation of synapse disassembly (GO:1905806)	0.0007659480888321839	2.676156470719923	11	2
9	presynaptic active zone (GO:0048786)	0.0009168342827422513	1.42869683688049	109	6
136	regulation of neurotransmitter uptake (GO:0051580)	0.0016832094297256212	3.6591954028844804	5	1
63	postsynaptic density membrane (GO:0098839)	0.001805628060087257	1.2453041925784536	143	7
66	integral component of postsynaptic density membrane (GO:0099061)	0.001884243327478463	1.3377700577690705	113	6
95	process in the presynapse	0.0021704674026926294	0.9826450558823628	312	11
300	regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0099152)	0.004749753428069142	4.0018321890421245	2	1
158	regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145)	0.004749753428069148	4.001832189042124	2	1
190	modulation of chemical synaptic transmission (GO:0050804)	0.004967227293665095	1.3179977037990085	99	5
270	regulation of translation at postsynapse (GO:0140245)	0.00753578015262856	3.1618115640016327	4	1
191	presynaptic process involved in chemical synaptic transmission (GO:0099531)	0.009794559243389313	1.5654567515097715	48	3
192	presynaptic modulation of chemical synaptic transmission (GO:0099171)	0.009794559243389313	1.5654567515097715	48	3
140	process in the postsynapse	0.010614946756995806	0.8975635829512645	273	9
14	integral component of presynaptic active zone membrane (GO:0099059)	0.012199095463290914	1.51525729423306	52	3
67	postsynaptic specialization of symmetric synapse (GO:0099629)	0.012219057977189102	2.902904641859423	4	1
243	maintenance of postsynaptic density structure (GO:0099562)	0.014984929708716944	2.7249894542035853	6	1
100	regulation of presynaptic membrane potential (GO:0099505)	0.01551451701782649	1.464508700938752	48	3
135	neurotransmitter reuptake (GO:0098810)	0.015757652216735897	2.6152817998847286	10	1
272	transport	0.01635733976285871	1.449621281683414	53	3
157	exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)	0.018595935055520617	2.580407973910457	8	1
119	regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)	0.019763107741658945	2.6150649028720374	5	1
82	anchored component of postsynaptic membrane (GO:0099025)	0.019763107741659004	2.615064902872037	5	1
182	trans-synaptic signaling by trans-synaptic complex (GO:0099545)	0.020667414946130412	2.5167856680614267	9	1
275	anterograde axonal transport (GO:0008089)	0.02170027117138189	2.5462185692649837	6	1
273	axo-dendritic transport (GO:0008088)	0.022359363696921448	1.6990648489571172	28	2
118	synaptic vesicle fusion to presynaptic active zone membrane (GO:0031629)	0.02959798137994075	2.391763660159566	6	1
148	regulation of postsynaptic membrane potential (GO:0060078)	0.030573192359833034	1.3002985235354845	60	3
299	neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)	0.03772199951244279	2.239353923603442	9	1
298	neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)	0.040734709569524574	2.194275670719685	10	1
114	regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)	0.04157515256769521	2.2092843870968513	7	1
116	synaptic vesicle docking (GO:0016081)	0.044667210495351765	2.164827360609288	8	1
33	anchored component of presynaptic membrane (GO:0099026)	0.047901568040551214	2.1226660548697134	9	1
274	axonal transport (GO:0098930)	0.051270377061059726	2.082548885452974	10	1
127	synaptic vesicle endocytosis (GO:0048488)	0.054687434464357844	1.1501796559471096	71	3
215	structural constituent of active zone (GO:0098882)	0.0555035089258258	2.0549759661224885	8	1
99	voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626)	0.059079121127234936	2.0172645580216995	9	1
21	synaptic vesicle (GO:0008021)	0.05943910196555678	0.8753438973822202	152	5
213	structural constituent of synapse (GO:0098918)	0.07771172041360207	1.2956095393090996	38	2
151	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	0.07940286005289905	1.2861058302983355	42	2
265	regulation protein catabolic process at postsynapse (GO:0140252)	0.08289634656443326	1.8207564652486317	15	1
141	regulation of postsynaptic cytosolic calcium levels (GO:0099566)	0.08347360752935626	1.8266826742180593	12	1
242	maintenance of postsynaptic specialization structure (GO:0098880)	0.0877691959379962	1.797347646969751	13	1
296	neurotransmitter receptor transport to plasma membrane (GO:0098877)	0.09215442093589946	1.76897690003544	14	1
65	extrinsic component of postsynaptic density membrane (GO:0099147)	0.09272779270144417	1.7744493505204548	11	1
17	extrinsic component of presynaptic endocytic zone membrane (GO:0098894)	0.09272779270144443	1.7744493505204544	11	1
214	structural constituent of presynapse (GO:0099181)	0.09272779270144443	1.7744493505204542	11	1
227	presynapse assembly (GO:0099054)	0.09662500880508625	1.7415028433508348	15	1
167	postsynapse to nucleus signaling pathway (GO:0099527)	0.10117691550587618	1.7148651378246569	16	1
60	integral component of postsynaptic specialization membrane (GO:0099060)	0.10549926451376165	1.184902016043434	43	2
106	synaptic vesicle cycle (GO:0099504)	0.11075337551320708	0.6763332089131047	221	6
166	postsynaptic signaling pathway (GO:0098926)	0.12550694827601327	1.5954389392592851	18	1
58	postsynaptic specialization membrane (GO:0099634)	0.12770702730661074	1.1126210644403485	47	2
264	protein catabolic process at postsynapse (GO:0140249)	0.13548055770665832	1.550329236972773	20	1
205	modification of postsynaptic structure (GO:0099010)	0.13934497876108734	1.0778696386843094	52	2
221	structural constituent of postsynaptic density (GO:0098919)	0.14709051701084244	1.5151903862042198	13	1
113	calcium-dependent activation of synaptic vesicle fusion (GO:0099502)	0.1470905170108427	1.5151903862042195	13	1
294	neurotransmitter receptor transport (GO:0099637)	0.15698343028673112	1.4705158787333543	18	1
204	modification of synaptic structure (GO:0099563)	0.16164283742261665	1.0191824514949401	55	2
102	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)	0.1845693329714807	1.3772922825753968	17	1
279	dendritic transport (GO:0098935)	0.19549601990632748	1.340814803545885	19	1
43	synaptic cleft (GO:0043083)	0.21211648567560792	1.2887420369379017	22	1
125	synaptic vesicle proton loading (GO:0097401)	0.21813353977850647	1.2732559826799565	20	1
24	anchored component of synaptic vesicle membrane (GO:0098993)	0.21813353977850702	1.2732559826799545	20	1
16	presynaptic endocytic zone membrane (GO:0098835)	0.21855626947479712	1.2746349741121734	17	1
269	translation at postsynapse (GO:0140242)	0.2301857913478511	1.221350521089591	56	1
267	translation at synapse (GO:0140241)	0.2301857913478511	1.221350521089591	56	1
240	maintenance of synapse structure (GO:0099558)	0.23504482106063873	1.2246020998619707	23	1
226	synapse assembly (GO:0007416)	0.2388030480350528	0.6063973858937544	163	4
261	protein catabolic process at synapse (GO:0140246)	0.2464163867672181	1.1935595581984944	25	1
71	postsynaptic endosome (GO:0098845)	0.25826410564159397	1.164274078106085	24	1
120	synaptic vesicle priming (GO:0016082)	0.26481456862326835	1.1512159223446534	19	1
132	presynaptic dense core vesicle exocytosis (GO:0099525)	0.2759180199603133	1.1214398612943688	24	1
10	presynaptic active zone cytoplasmic component (GO:0098831)	0.27632148616288876	1.1221795250717417	21	1
249	metabolism	0.29604446711010735	0.7537663372062264	106	2
154	regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	0.30731378535847775	0.5253846479105493	167	4
15	presynaptic endocytic zone (GO:0098833)	0.3118278806243957	1.0412893225804623	21	1
23	synaptic vesicle membrane (GO:0030672)	0.32442172206046094	0.5837355605040653	121	3
101	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)	0.3292407237480176	1.0026277711107452	24	1
207	modification of postsynaptic actin cytoskeleton (GO:0098885)	0.34085187200914024	0.9777367051630113	26	1
239	regulation of synapse maturation (GO:0090128)	0.3466555385825877	0.9655406772622612	27	1
212	regulation of synapse organization (GO:0050807)	0.35825494479593023	0.9416241377412372	29	1
217	structural constituent of postsynapse (GO:0099186)	0.3702331205475441	0.9184888943697068	28	1
96	regulation of presynaptic cytosolic calcium levels (GO:0099509)	0.3760183150405305	0.9070154646673737	29	1
229	regulation of presynapse assembly (GO:1905606)	0.38757012220555254	0.8844881533659581	31	1
156	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)	0.42853547669824665	0.8096151876839643	32	1
238	synapse maturation (GO:0060074)	0.4745911475842829	0.7302917070147571	34	1
112	synaptic vesicle exocytosis (GO:0016079)	0.4954295629767913	0.49248767516246983	83	2
228	regulation of synapse assembly (GO:0051963)	0.6619249685640267	-0.4412042994661961	113	1
202	regulation of postsynapse organization (GO:0099175)	0.7420547801033559	0.334069298738769	55	1
26	integral component of synaptic vesicle membrane (GO:0030285)	0.779663042945135	0.28382274439345045	57	1
155	neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)	0.9023116612977042	0.12442954642257917	58	1
201	postsynapse organization (GO:0099173)	0.9678666314842712	0.040766335302395755	75	1
206	regulation of modification of postsynaptic structure (GO:0099159)	1.0	0.0	19	0
277	anterograde axonal transport of neurotransmitter receptor complex (GO:0140231)	1.0	0.0	1	0
260	neurotransmitter catabolic process (GO:0042135)	1.0	0.0	2	0
203	postsynaptic specialization organization (GO:0099084)	1.0	0.0	4	0
259	regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	1.0	0.0	2	0
278	axonal transport of messenger ribonucleoprotein complex (GO:0099088)	1.0	0.0	1	0
257	regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	1.0	0.0	7	0
258	regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	1.0	0.0	3	0
184	trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)	1.0	0.0	2	0
199	presynapse organization (GO:0099172)	1.0	0.0	2	0
185	trans-synaptic signalling via exosome (GO:0099157)	1.0	0.0	1	0
186	trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)	1.0	0.0	6	0
187	regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0150035)	1.0	0.0	2	0
188	trans-synaptic signaling, modulating synaptic transmission (GO:0099550)	1.0	0.0	7	0
268	translation at presynapse (GO:0140236)	1.0	0.0	51	0
266	neurotransmitter biosynthetic process (GO:0042136)	1.0	0.0	2	0
297	neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	1.0	0.0	5	0
200	regulation of presynapse organization (GO:0099174)	1.0	0.0	2	0
263	regulation protein catabolic process at presynapse (GO:0140251)	1.0	0.0	4	0
262	protein catabolic process at presynapse (GO:0140247)	1.0	0.0	5	0
293	establishment of endoplasmic reticulum localization to postsynapse (GO:0099089)	1.0	0.0	1	0
195	synaptic signaling via neuropeptide (GO:0099538)	1.0	0.0	8	0
276	anterograde axonal protein transport (GO:0099641)	1.0	0.0	2	0
196	synaptic signaling by nitric oxide (GO:0099163)	1.0	0.0	3	0
197	regulation of synaptic signaling by nitric oxide (GO:0150045)	1.0	0.0	2	0
292	regulation of recycling endosome localization within postsynapse (GO:0099158)	1.0	0.0	1	0
295	neurotransmitter receptor transport postsynaptic membrane to endosome (GO:0098968)	1.0	0.0	2	0
208	regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)	1.0	0.0	13	0
290	regulation of anterograde synaptic vesicle transport (GO:1903742)	1.0	0.0	2	0
210	regulation of modification of synaptic structure (GO:1905244)	1.0	0.0	2	0
280	anterograde dendritic transport (GO:0098937)	1.0	0.0	9	0
281	anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)	1.0	0.0	6	0
247	postsynaptic actin cytoskeleton organization (GO:0098974)	1.0	0.0	21	0
230	regulation of postsynapse assembly (GO:0150052)	1.0	0.0	62	0
232	regulation of postsynaptic specialization assembly (GO:0099150)	1.0	0.0	9	0
246	postsynaptic cytoskeleton organization (GO:0099188)	1.0	0.0	27	0
245	presynaptic actin cytoskeleton organization (GO:0099140)	1.0	0.0	8	0
287	synaptic vesicle cytoskeletal transport (GO:0099514)	1.0	0.0	4	0
235	postsynaptic membrane assembly (GO:0097104)	1.0	0.0	1	0
244	presynaptic cytoskeleton organization (GO:0099187)	1.0	0.0	9	0
282	dendritic transport of mitochondrion (GO:0098939)	1.0	0.0	1	0
286	retrograde dendritic transport (GO:0098934)	1.0	0.0	1	1
285	anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964)	1.0	0.0	2	0
284	dendritic transport of messenger ribonucleoprotein complex (GO:0098963)	1.0	0.0	6	0
283	dendritic transport of ribonucleoprotein complex (GO:0098961)	1.0	0.0	6	0
248	postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)	1.0	0.0	4	0
288	synaptic vesicle transport along microtubule (GO:0099517)	1.0	0.0	4	0
225	synaptic target recognition (GO:0008039)	1.0	0.0	3	0
224	regulation of synaptic membrane adhesion (GO:0099179)	1.0	0.0	7	0
211	regulation of modification of synapse structure, modulating synaptic transmission (GO:0098987)	1.0	0.0	2	0
291	synaptic vesicle recycling via endosome (GO:0036466)	1.0	0.0	3	0
256	regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	1.0	0.0	1	0
255	regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	1.0	0.0	6	0
241	maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)	1.0	0.0	4	0
289	anterograde synaptic vesicle transport (GO:0048490)	1.0	0.0	4	0
254	regulation of protein catabolic process at synapse, modulating synaptic transmission (GO:0099574)	1.0	0.0	8	0
209	modification of synaptic structure, modulating synaptic transmission (GO:0099564)	1.0	0.0	1	0
216	structural constituent of presynaptic actin cytoskeleton (GO:0098699)	1.0	0.0	1	0
219	structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)	1.0	0.0	2	0
220	structural constituent of postsynaptic specialization (GO:0098879)	1.0	0.0	3	0
253	protein catabolic process, modulating synaptic transmission (GO:0099546)	1.0	0.0	1	0
252	ATP metabolic process in the postsynapse	1.0	0.0	1	0
251	regulation of ATP metabolic process in the presynapse	1.0	0.0	1	0
222	structural constituent of synapse-associated extracellular matrix (GO:0150043)	1.0	0.0	1	0
250	ATP metabolic process in the presynapse	1.0	0.0	1	0
218	structural constituent of postsynaptic actin cytoskeleton (GO:0098973)	1.0	0.0	6	0
271	RNA polyadenylation at postsynapse (GO:0140235)	1.0	0.0	1	0
150	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099579)	1.0	0.0	4	0
181	retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0098925)	1.0	0.0	1	0
49	postsynaptic actin cytoskeleton (GO:0098871)	1.0	0.0	21	0
50	postsynaptic septin cytoskeleton (GO:0150050)	1.0	0.0	1	0
51	postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1.0	0.0	1	0
52	spine apparatus (GO:0097444)	1.0	0.0	8	0
53	spine apparatus membrane (GO:0098897)	1.0	0.0	2	0
54	integral component of spine apparatus membrane (GO:0099065)	1.0	0.0	2	0
55	postsynaptic Golgi apparatus (GO:0150051)	1.0	0.0	4	0
57	postsynaptic specialization, intracellular component (GO:0099091)	1.0	0.0	11	0
59	extrinsic component of postsynaptic specialization membrane (GO:0098892)	1.0	0.0	2	0
64	anchored component of postsynaptic density membrane (GO:0099031)	1.0	0.0	11	0
68	postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1.0	0.0	1	0
69	postsynaptic endocytic zone (GO:0098843)	1.0	0.0	20	0
70	postsynaptic endocytic zone membrane (GO:0098844)	1.0	0.0	2	0
72	postsynaptic endosome membrane (GO:0098895)	1.0	0.0	3	0
73	extrinsic component of postsynaptic endosome membrane (GO:0098999)	1.0	0.0	1	0
74	postsynaptic early endosome (GO:0098842)	1.0	0.0	5	0
75	postsynaptic early endosome membrane (GO:0098896)	1.0	0.0	1	0
76	extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1.0	0.0	1	0
77	postsynaptic recycling endosome (GO:0098837)	1.0	0.0	11	0
78	postsynaptic recycling endosome membrane (GO:0098944)	1.0	0.0	7	0
79	anchored component of postsynaptic recycling endosome membrane (GO:0099033)	1.0	0.0	2	0
80	integral component of postsynaptic recycling endosome membrane (GO:0099063)	1.0	0.0	2	0
83	extrinsic component of postsynaptic membrane (GO:0098890)	1.0	0.0	12	0
85	postsynaptic ribosome	1.0	0.0	70	0
86	postsynaptic ER	1.0	0.0	9	0
48	postsynaptic intermediate filament cytoskeleton (GO:0099160)	1.0	0.0	3	0
47	postsynaptic cytoskeleton (GO:0099571)	1.0	0.0	26	0
46	postsynaptic cytosol (GO:0099524)	1.0	0.0	51	0
44	extracellular matrix of synaptic cleft (GO:0098965)	1.0	0.0	5	0
1	synaptic membrane (GO:0097060)	1.0	0.0	26	0
2	extrinsic component of synaptic membrane (GO:0099243)	1.0	0.0	2	0
3	integral component of synaptic membrane (GO:0099699)	1.0	0.0	19	0
5	presynaptic cytosol (GO:0099523)	1.0	0.0	53	0
6	presynaptic cytoskeleton (GO:0099569)	1.0	0.0	5	0
7	presynaptic intermediate filament cytoskeleton (GO:0099182)	1.0	0.0	1	0
8	presynaptic actin cytoskeleton (GO:0099143)	1.0	0.0	2	0
12	anchored component of presynaptic active zone membrane (GO:0099029)	1.0	0.0	8	0
18	presynaptic endosome (GO:0098830)	1.0	0.0	13	0
19	presynaptic endosome membrane (GO:0098954)	1.0	0.0	2	0
20	integral component of presynaptic endosome membrane (GO:0099067)	1.0	0.0	2	0
22	synaptic vesicle lumen (GO:0034592)	1.0	0.0	1	0
87	postsynaptic ER membrane	1.0	0.0	2	0
25	extrinsic component of synaptic vesicle membrane (GO:0098850)	1.0	0.0	25	0
28	neuronal dense core vesicle lumen (GO:0099013)	1.0	0.0	8	0
29	neuronal dense core vesicle membrane (GO:0099012)	1.0	0.0	6	0
30	extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	1.0	0.0	2	0
31	integral component of neuronal dense core vesicle membrane (GO:0099066)	1.0	0.0	4	0
34	extrinsic component of presynaptic membrane (GO:0098888)	1.0	0.0	8	0
36	presynaptic ribosome	1.0	0.0	52	0
37	presynaptic ER	1.0	0.0	4	0
38	presynaptic ER membrane	1.0	0.0	1	0
39	integral component of presynaptic ER membrane	1.0	0.0	1	0
40	presynaptic SER	1.0	0.0	2	0
41	presynaptic SER membrane	1.0	0.0	2	0
42	integral component of presynaptic SER membrane	1.0	0.0	1	0
27	neuronal dense core vesicle (GO:0098992)	1.0	0.0	40	0
88	integral component of postsynaptic ER membrane	1.0	0.0	2	0
89	postsynaptic SER	1.0	0.0	4	0
90	postsynaptic SER membrane	1.0	0.0	1	0
143	calcium ion binding involved in regulation of postsynaptic cytosolic calcium levels (GO:0099567)	1.0	0.0	1	0
144	calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)	1.0	0.0	3	0
145	inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)	1.0	0.0	1	0
146	neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0099583)	1.0	0.0	1	1
147	G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872)	1.0	0.0	1	1
149	intracellular cAMP-activated cation channel activity involved in regulation of postsynaptic membrane potential (GO:0140233)	1.0	0.0	4	0
152	voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	1.0	0.0	5	0
153	regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	1.0	0.0	22	0
159	postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970)	1.0	0.0	8	0
160	regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)	1.0	0.0	5	0
161	postsynaptic neurotransmitter receptor endocytosis (GO:0098884)	1.0	0.0	54	0
162	regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)	1.0	0.0	43	0
142	ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of postsynaptic cytosolic calcium levels (GO:1905059)	1.0	0.0	1	0
163	postsynaptic endocytosis (GO:0140239)	1.0	0.0	1	0
165	regulation of postsynaptic dense core vesicle exocytosis (GO:0150044)	1.0	0.0	1	0
168	regulation of postsynapse to nucleus signaling pathway (GO:1905539)	1.0	0.0	2	0
171	trans-synaptic signaling by lipid (GO:0099541)	1.0	0.0	11	0
172	trans-synaptic signaling by endocannabinoid (GO:0099542)	1.0	0.0	11	0
173	retrograde trans-synaptic signaling by endocannabinoid (GO:0098921)	1.0	0.0	6	0
174	regulation of retrograde trans-synaptic signaling by endocanabinoid (GO:0099178)	1.0	0.0	3	0
175	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0099553)	1.0	0.0	5	0
176	regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0150036)	1.0	0.0	4	0
177	trans-synaptic signaling by neuropeptide (GO:0099540)	1.0	0.0	1	0
178	trans-synaptic signaling by soluble gas (GO:0099543)	1.0	0.0	1	0
179	trans-synaptic signaling by nitric oxide (GO:0099548)	1.0	0.0	1	0
180	trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	1.0	0.0	1	0
164	postsynaptic dense core vesicle exocytosis (GO:0150038)	1.0	0.0	2	0
183	retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)	1.0	0.0	4	0
139	presynapse to nucleus signaling pathway (GO:0099526)	1.0	0.0	1	0
137	presynaptic chaperone-mediated protein folding	1.0	0.0	3	0
91	integral component of postsynaptic SER membrane	1.0	0.0	1	0
92	extrasynaptic space (GO:0099544)	1.0	0.0	7	0
93	perisynaptic extracellular matrix (GO:0098966)	1.0	0.0	6	0
97	ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of presynaptic cytosolic calcium levels (GO:1905056)	1.0	0.0	1	0
98	calcium ion binding involved in regulation of presynaptic cytosolic calcium levels (GO:0099534)	1.0	0.0	2	0
103	G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential (GO:0150047)	1.0	0.0	5	0
104	intracellular cAMP-activated cation channel activity involved in regulation of presynaptic membrane potential (GO:0140232)	1.0	0.0	1	1
105	presynaptic endocytosis (GO:0140238)	1.0	0.0	6	0
107	regulation of synaptic vesicle cycle (GO:0098693)	1.0	0.0	21	0
108	synaptic vesicle clustering (GO:0097091)	1.0	0.0	8	0
109	synaptic vesicle endosomal processing (GO:0099532)	1.0	0.0	13	0
110	synaptic vesicle budding from endosome (GO:0016182)	1.0	0.0	4	0
138	presynaptic signaling pathway (GO:0098928)	1.0	0.0	2	0
111	synaptic vesicle to endosome fusion (GO:0016189)	1.0	0.0	5	0
117	regulation of synaptic vesicle docking (GO:0099148)	1.0	0.0	3	0
121	regulation of synaptic vesicle priming (GO:0010807)	1.0	0.0	7	0
122	synaptic vesicle neurotransmitter loading (GO:0098700)	1.0	0.0	9	0
123	regulation of synaptic vesicle neurotransmitter loading (GO:0099162)	1.0	0.0	2	0
124	zinc ion import into synaptic vesicle (GO:0099180)	1.0	0.0	2	0
126	regulation of proton loading (GO:1901546)	1.0	0.0	2	0
128	regulation of synaptic vesicle endocytosis (GO:1900242)	1.0	0.0	24	0
129	synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0016185)	1.0	0.0	1	0
130	regulation of synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0098694)	1.0	0.0	1	0
131	synaptic vesicle uncoating (GO:0016191)	1.0	0.0	3	0
133	regulation of presynaptic dense core vesicle exocytosis (GO:0099161)	1.0	0.0	11	0
134	neurotransmitter uptake (GO:0001504)	1.0	0.0	6	0
115	regulation of synaptic vesicle exocytosis (GO:2000300)	1.0	0.0	37	0
301	neurotransmitter receptor transport, postsynaptic endosome to lysosome (GO:0098943)	1.0	0.0	2	0
