	ontology	P	Beta	genes_in_set	overlapping_genes
8327	GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	2.9295193695989174e-06	4.1516737249741835	7	2
6479	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	3.202835350901298e-06	1.8868490841080625	127	7
4862	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	3.266511037813509e-06	2.037009090603519	94	6
8597	GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	3.357068179998797e-06	3.9358829130250457	9	2
7594	GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	3.565063698121403e-06	2.5472926988900477	31	4
6062	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	3.853955477249816e-06	3.847175262263517	10	2
2019	GOBP_VIRAL_PROTEIN_PROCESSING	3.927050714848991e-06	2.9070515885734385	31	3
5774	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	4.125049529789939e-06	1.376087523843106	551	13
3562	GOBP_HOMEOSTATIC_PROCESS	4.293876764411866e-06	1.061239767371086	1581	24
7021	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	5.1604090687264485e-06	1.8293092808994706	169	7
991	GOBP_REGULATION_OF_MUSCLE_CONTRACTION	5.235769589827474e-06	1.9658359456411985	156	6
4354	GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	5.526235159839447e-06	2.197743815723746	56	5
4838	GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	6.468730728349166e-06	3.6283122654772706	13	2
6071	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	6.468730728349191e-06	3.6283122654772693	13	2
5320	GOBP_CORONARY_VASCULATURE_MORPHOGENESIS	7.5577308799930745e-06	3.4802469697747367	18	2
6661	GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	8.518184849152707e-06	2.8349100702741548	24	3
2331	GOBP_SLEEP	9.54371361832507e-06	2.79035763517206	29	3
4060	GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	9.727137997341314e-06	4.182087612038601	5	2
8476	GOCC_EXOCYTIC_VESICLE	9.847368963000146e-06	1.5839679869065912	215	9
6412	GOBP_REGULATION_OF_ACTION_POTENTIAL	1.078581565939273e-05	2.3550412515476062	56	4
1678	GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	1.1296885502377959e-05	3.4555274666549183	16	2
3253	GOBP_RENAL_SODIUM_EXCRETION	1.39246383602447e-05	3.338084136247685	21	2
5568	GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	1.426974129696054e-05	2.7004667802245033	37	3
6413	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1.4410237647429904e-05	2.7251081957463157	30	3
6365	GOBP_IMPORT_INTO_CELL	1.5299968613206485e-05	1.6201529921030782	249	8
4920	GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	1.5645240568642047e-05	3.7475453191294235	7	2
3803	GOBP_REGULATION_OF_EXCRETION	1.6861978194134228e-05	3.295229041971694	22	2
7016	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	1.7038561838651763e-05	2.6688864454282677	39	3
4606	GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	1.7038561838651763e-05	2.6688864454282677	39	3
4313	GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	1.7869548500090302e-05	2.048725904952932	77	5
8023	GOCC_SARCOPLASMIC_RETICULUM	1.8727622752618942e-05	2.272710942834985	69	4
4964	GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	1.917878619926828e-05	3.5283000594915754	10	2
6070	GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	1.9867713811566978e-05	2.2753182504277163	60	4
5884	GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	2.1466526861377616e-05	3.467751624616703	11	2
4592	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	2.6686037884411643e-05	1.6924191160411504	152	7
4355	GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	2.6728197270647868e-05	2.6636023383004654	23	3
5765	GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	2.7650900424080445e-05	3.359422454694608	13	2
4951	GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	2.9808429720967143e-05	3.5125801303326663	8	2
5883	GOBP_RESPONSE_TO_EPINEPHRINE	3.161473040953314e-05	3.3104295350704005	14	2
5521	GOBP_SYNAPTIC_VESICLE_BUDDING	3.205408169821127e-05	3.4500363480067415	9	2
222	GOBP_STARTLE_RESPONSE	3.3271309003954443e-05	2.614887356201576	26	3
8091	GOCC_AXON	3.474389367430382e-05	1.146385664302399	613	16
8402	GOCC_NEURON_PROJECTION_TERMINUS	3.800515161189218e-05	1.7851583298539768	126	6
6305	GOBP_RESPONSE_TO_ALCOHOL	3.885225154268435e-05	1.6380694598403913	246	7
7198	GOBP_REGULATION_OF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	3.9314758756898494e-05	1.455718272145659	313	9
4628	GOBP_NERVOUS_SYSTEM_PROCESS	4.051139188871282e-05	0.9972375040762256	1424	21
6399	GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	4.181008107595488e-05	2.2055742939303844	44	4
8645	GOCC_MEMBRANE_MICRODOMAIN	4.2823548661030874e-05	1.5271822526076726	312	8
8077	GOCC_TRANSPORT_VESICLE	4.678574117445094e-05	1.31673019128421	403	11
4776	GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	4.7317187628893225e-05	2.1508802864717405	77	4
6228	GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	4.8074096969459054e-05	1.9205189151358122	107	5
3724	GOBP_SKELETAL_MUSCLE_ADAPTATION	4.8740992118955326e-05	3.1259212097066507	21	2
7428	GOBP_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM	5.2469828527367064e-05	4.714829142406125	4	1
6374	GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	5.246982852736783e-05	4.7148291424061215	4	1
8040	GOCC_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	5.425480122926376e-05	3.3206030910010647	9	2
1094	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	5.425480122926376e-05	3.3206030910010647	9	2
5634	GOBP_DENDRITE_SELF_AVOIDANCE	5.4945117034214524e-05	3.1986536712159803	14	2
8653	GOCC_GLUTAMATERGIC_SYNAPSE	5.744335761564139e-05	1.2610675458916951	396	12
4944	GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC	6.189234636244586e-05	2.13708350642054	56	4
4604	GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	6.450845950156128e-05	2.1113826693275883	77	4
4946	GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	6.511793395728895e-05	3.222533588312908	11	2
3723	GOBP_MUSCLE_ADAPTATION	7.138322874063845e-05	2.0872979954072104	99	4
8621	GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	8.011790868872132e-05	3.2519169776468577	8	2
1747	GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	8.690086937005496e-05	1.0970987437267261	894	15
5321	GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	8.870466063188537e-05	4.427070473883689	5	1
5956	GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT	8.870466063188537e-05	4.427070473883689	5	1
4916	GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	8.870466063188537e-05	4.427070473883689	5	1
4137	GOBP_UMP_CATABOLIC_PROCESS	8.870466063188537e-05	4.427070473883689	5	1
6296	GOBP_RENAL_TUBULAR_SECRETION	9.057032653509253e-05	2.9533723702589945	29	2
7575	GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	9.882558122103104e-05	2.3707709283522487	62	3
6306	GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	0.00010191389540677768	2.0426198182139	94	4
2517	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	0.00010218450399729523	1.6783575895480176	141	6
2352	GOBP_ADULT_BEHAVIOR	0.00011056713116338568	1.6701184599807757	141	6
6804	GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.00011300508266255874	3.076047571749517	12	2
6481	GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.00012220667796393068	1.8067457386298327	126	5
1206	GOBP_MECHANOSENSORY_BEHAVIOR	0.0001245954562806035	3.0379499612309413	13	2
3520	GOBP_DOPAMINE_METABOLIC_PROCESS	0.000126843246299442	2.3651575977370314	39	3
6634	GOBP_REGULATION_OF_RECEPTOR_BINDING	0.00012746619833788904	2.943939591139736	21	2
3384	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	0.00012746619833788937	2.9439395911397352	21	2
8123	GOCC_SMC5_SMC6_COMPLEX	0.00014639877742631723	4.203850320631422	6	1
2801	GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0.0001463987774263175	4.20385032063142	6	1
8022	GOCC_SARCOPLASM	0.00015789374249475997	1.9890798767526336	85	4
4590	GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	0.0001638937146316072	1.418174416277952	230	8
2650	GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	0.00016958514370883667	1.406858817365884	274	8
8417	GOCC_PLASMA_MEMBRANE_RAFT	0.00017264664674489295	1.9681502768482504	107	4
5108	GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	0.00017799410382531556	2.3288476476971813	31	3
4839	GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY	0.00017870095100684045	2.8183817191986362	31	2
6212	GOBP_CATECHOLAMINE_UPTAKE	0.00018614723522922141	2.9020450867882457	17	2
6786	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0.00019326101152431112	0.9637073887455291	1221	18
5327	GOBP_DENDRITIC_SPINE_MORPHOGENESIS	0.00019545979921633603	1.986127383925088	54	4
4048	GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	0.000198196914281919	2.2754622516515353	50	3
5887	GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0.00019969001960880883	2.827205198888048	25	2
4542	GOBP_ARACHIDONIC_ACID_SECRETION	0.00020019189164694877	2.792702455214762	32	2
1864	GOBP_NOREPINEPHRINE_TRANSPORT	0.00021244687453613132	2.833787955881666	22	2
4412	GOBP_SYNAPTIC_VESICLE_TRANSPORT	0.00021616734737369095	2.2812850174048993	38	3
6395	GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	0.000223663573065221	2.767723684450411	33	2
1088	GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.00022637530424463858	1.5787910571052979	205	6
1232	GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.00022664098135634218	1.7329446305121132	128	5
5930	GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	0.0002307118863859081	4.021452156031085	7	1
1631	GOBP_BRADYKININ_CATABOLIC_PROCESS	0.0002307118863859088	4.021452156031084	7	1
3265	GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT	0.00023071188638590994	4.021452156031083	7	1
2032	GOBP_SENSORY_PERCEPTION_OF_PAIN	0.00025039383871649053	1.9221723291767152	94	4
8377	GOCC_PERIKARYON	0.00025048354834079716	1.5801620607813343	148	6
2458	GOBP_NEGATIVE_REGULATION_OF_CYCLASE_ACTIVITY	0.0002507953468894854	2.8135325033762695	20	2
4965	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.00026542922669701193	2.2534466390055807	35	3
5248	GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	0.0002765264043791525	1.1700647211936788	506	11
1107	GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	0.0002899255102629889	2.833217625759424	14	2
6406	GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE	0.0002899255102629902	2.833217625759424	14	2
6382	GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	0.0002931291365331449	1.5506951966336113	201	6
6714	GOBP_POSITIVE_REGULATION_OF_NEURON_DEATH	0.0002974238353060263	1.9008891313146348	89	4
1810	GOBP_BICARBONATE_TRANSPORT	0.0003027031681851085	2.7244137805257345	29	2
2579	GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0.0003036328882658162	1.891143968935487	106	4
6784	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	0.0003048694986084657	1.1138159097407276	663	12
793	GOBP_PROTEIN_DEPHOSPHORYLATION	0.0003146895834594113	1.4347974193537731	235	7
1203	GOBP_FEEDING_BEHAVIOR	0.0003253994889291087	1.880928985391723	108	4
8151	GOCC_LEADING_EDGE_MEMBRANE	0.00032778771028412894	1.5432382077248927	174	6
3142	GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	0.0003397630973711975	1.8857234887203498	83	4
6733	GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.00034212588651795115	2.20174802784043	40	3
6502	GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	0.0003535943994366964	2.740216560096747	20	2
1807	GOBP_ORGANIC_CATION_TRANSPORT	0.0003576387918977548	2.1680224772118954	61	3
1467	GOBP_RESPONSE_TO_IRON_ION	0.0003681288958229099	2.6772053863510967	31	2
6671	GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	0.000370318109718612	2.785903547930542	13	2
6371	GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.0003824552473490513	2.1698569097883698	49	3
1426	GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.0003949650222879852	2.1596950136836095	53	3
6783	GOBP_RESPONSE_TO_NITROGEN_COMPOUND	0.00040315757512885813	0.960935045694952	1070	16
370	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	0.00042793092789428135	2.6310310340451712	36	2
6052	GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	0.0004500173182983405	2.1427569200798953	49	3
7738	GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.00045262235500899417	1.6477777314724562	129	5
5437	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	0.0004717492086339891	2.70393841067815	16	2
1294	GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	0.0004847916691471877	1.383364848715096	297	7
4155	GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	0.0004881233945464518	4.243780761197532	4	1
6694	GOBP_NEGATIVE_REGULATION_OF_RELAXATION_OF_MUSCLE	0.0004881233945464575	4.243780761197531	4	1
523	GOBP_CIRCULATORY_SYSTEM_PROCESS	0.0004951013745027291	1.166685392922495	573	10
799	GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	0.0004969405960022893	2.1065289267372465	71	3
5960	GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	0.0005004230840586427	3.733616850358044	9	1
6789	GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0.0005004230840586436	3.7336168503580445	9	1
6174	GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	0.0005004230840586436	3.7336168503580445	9	1
3668	GOBP_RESPONSE_TO_ALKALOID	0.0005026445336228305	1.8244957798387025	95	4
1245	GOBP_ADULT_LOCOMOTORY_BEHAVIOR	0.00052577080513946	1.825908800254797	80	4
6682	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0005326035792429609	1.8200996805601677	87	4
3603	GOBP_AMIDE_TRANSPORT	0.000538889199169859	1.2891270335065756	337	8
1195	GOBP_MEMORY	0.0005504342825593399	1.6259034317401968	121	5
1937	GOBP_DEPHOSPHORYLATION	0.0005534668041392222	1.2890042384912135	310	8
4809	GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	0.0005717593858688686	2.6239969381185992	22	2
3008	GOBP_CELL_JUNCTION_ORGANIZATION	0.0005745015865095456	0.997313918771329	711	14
8577	GOCC_APICAL_DENDRITE	0.0005845620303250742	2.661383130982387	15	2
5811	GOBP_CELLULAR_RESPONSE_TO_HEPARIN	0.0005859102804641345	4.021692449997226	5	1
5629	GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT	0.0005859102804641345	4.021692449997226	5	1
