ontology	genes_in_set	overlapping_genes	Beta	P	P_bonf_adj	cond_P	cond_P_bonf_adj
postsynaptic specialization assembly (GO:0098698)	40	4	2.5495050350340662	1.687486549471707e-06	0.003057725627642733	0.0002343697546749	0.42467799547091883
presynaptic active zone membrane (GO:0048787)	70	5	2.1860962395313908	3.352393227819976e-06	0.0060745365288097965	0.0002392122388851	0.4334525768598012
process in the presynapse	312	11	1.4652683556488155	3.703843877585489e-06	0.006711365106184906	0.0021704674026926	1.0
postsynaptic density membrane (GO:0098839)	143	7	1.792375607778414	5.72088279472459e-06	0.010366239624040957	0.0018056280600872	1.0
presynaptic active zone (GO:0048786)	109	6	1.9119730050849133	7.506768051075161e-06	0.01360226370854819	0.0009168342827422	1.0
extrinsic component of presynaptic active zone membrane (GO:0098891)	3	2	5.4301925588842535	9.631413201066627e-06	0.01745212072033273	5.307399075956413e-05	0.0961700712563302
postsynaptic density, intracellular component (GO:0099092)	49	4	2.3259124155287867	1.0280331532989228e-05	0.01862796073777648	0.00064106712122	1.0
integral component of postsynaptic density membrane (GO:0099061)	113	6	1.8736729285871707	1.115667562415795e-05	0.020215896230974202	0.0018842433274784	1.0
regulation of synapse disassembly (GO:1905806)	11	2	3.2325695156365004	3.8573764817488975e-05	0.06989566184929003	0.0007659480888321	1.0
synapse disassembly (GO:0098883)	11	2	3.2325695156365004	3.8573764817488975e-05	0.06989566184929003	0.0007659480888321	1.0
process in the postsynapse	273	9	1.3857226538856728	6.723326994734487e-05	0.1218266851445889	0.0106149467569958	1.0
modulation of chemical synaptic transmission (GO:0050804)	99	5	1.815738908130412	9.515843120457602e-05	0.17242707734269175	0.004967227293665	1.0
presynaptic process involved in chemical synaptic transmission (GO:0099531)	48	3	2.0324996683680228	0.0007214183103191	1.0	0.0097945592433893	1.0
presynaptic modulation of chemical synaptic transmission (GO:0099171)	48	3	2.0324996683680228	0.0007214183103191	1.0	0.0097945592433893	1.0
regulation of presynaptic membrane potential (GO:0099505)	48	3	2.0324996683680228	0.0007214183103191	1.0	0.0155145170178264	1.0
regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145)	2	1	4.731379640788631	0.0008352722796586	1.0	0.0047497534280691	1.0
regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0099152)	2	1	4.731379640788631	0.0008352722796586	1.0	0.0047497534280691	1.0
integral component of presynaptic active zone membrane (GO:0099059)	52	3	1.9471422094156223	0.0011643706012445	1.0	0.0121990954632909	1.0
transport	53	3	1.926889583216272	0.0013021043911987	1.0	0.0163573397628587	1.0
postsynaptic specialization of symmetric synapse (GO:0099629)	4	1	3.632667750526815	0.0016936349661766	1.0	0.0122190579771891	1.0
regulation of translation at postsynapse (GO:0140245)	4	1	3.632667750526815	0.0016936349661766	1.0	0.0075357801526285	1.0
regulation of postsynaptic membrane potential (GO:0060078)	60	3	1.7955118188466086	0.0026420683279477	1.0	0.030573192359833	1.0
anchored component of postsynaptic membrane (GO:0099025)	5	1	3.3449358735577523	0.0028357452563941	1.0	0.019763107741659	1.0
regulation of neurotransmitter uptake (GO:0051580)	5	1	3.344935873557751	0.0028357452563941	1.0	0.0016832094297256	1.0
regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)	5	1	3.344935873557751	0.0028357452563941	1.0	0.0197631077416589	1.0
synaptic vesicle (GO:0008021)	152	5	1.3659459909730414	0.0030542507427194	1.0	0.0594391019655567	1.0
axo-dendritic transport (GO:0008088)	28	2	2.1708502873384425	0.0032531141240392	1.0	0.0223593636969214	1.0
maintenance of postsynaptic density structure (GO:0099562)	6	1	3.121742515245651	0.0044690451391839	1.0	0.0149849297087169	1.0
anterograde axonal transport (GO:0008089)	6	1	3.12174251524565	0.0044690451391839	1.0	0.0217002711713818	1.0
synaptic vesicle fusion to presynaptic active zone membrane (GO:0031629)	6	1	3.12174251524565	0.0044690451391839	1.0	0.0295979813799407	1.0
synaptic vesicle cycle (GO:0099504)	221	6	1.1704423070550023	0.0054256888497996	1.0	0.110753375513207	1.0
synaptic vesicle endocytosis (GO:0048488)	71	3	1.6185059172188916	0.0065078954230668	1.0	0.0546874344643578	1.0
regulation of calcium-dependent activation of synaptic vesicle fusion (GO:0150037)	7	1	2.939371148972937	0.0066334654469572	1.0	0.0415751525676952	1.0
synaptic vesicle docking (GO:0016081)	8	1	2.7851706571858195	0.0093545795712178	1.0	0.0446672104953517	1.0
exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)	8	1	2.7851706571858195	0.0093545795712178	1.0	0.0185959350555206	1.0
structural constituent of active zone (GO:0098882)	8	1	2.7851706571858195	0.0093545795712178	1.0	0.0555035089258258	1.0
structural constituent of synapse (GO:0098918)	38	2	1.8449291586504928	0.0115416709151152	1.0	0.077711720413602	1.0
voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626)	9	1	2.6515894501200825	0.0126442919030799	1.0	0.0590791211272349	1.0
trans-synaptic signaling by trans-synaptic complex (GO:0099545)	9	1	2.6515894501200825	0.0126442919030799	1.0	0.0206674149461304	1.0
neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)	9	1	2.6515894501200825	0.0126442919030799	1.0	0.0377219995124427	1.0
anchored component of presynaptic membrane (GO:0099026)	9	1	2.6515894501200825	0.0126442919030799	1.0	0.0479015680405512	1.0
neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)	10	1	2.533756597540876	0.0165032761066526	1.0	0.0407347095695245	1.0
axonal transport (GO:0098930)	10	1	2.533756597540876	0.0165032761066526	1.0	0.0512703770610597	1.0
neurotransmitter reuptake (GO:0098810)	10	1	2.533756597540876	0.0165032761066527	1.0	0.0157576522167358	1.0
transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	42	2	1.7393690820261296	0.0169606512151602	1.0	0.079402860052899	1.0
integral component of postsynaptic specialization membrane (GO:0099060)	43	2	1.7146265729709125	0.018525208457587	1.0	0.1054992645137616	1.0
structural constituent of presynapse (GO:0099181)	11	1	2.428346262478383	0.0209234917390518	1.0	0.0927277927014444	1.0
extrinsic component of postsynaptic density membrane (GO:0099147)	11	1	2.428346262478382	0.0209234917390518	1.0	0.0927277927014441	1.0
extrinsic component of presynaptic endocytic zone membrane (GO:0098894)	11	1	2.4283462624783816	0.0209234917390519	1.0	0.0927277927014444	1.0
postsynaptic specialization membrane (GO:0099634)	47	2	1.62133653914522	0.0256554199622912	1.0	0.1277070273066107	1.0
regulation of postsynaptic cytosolic calcium levels (GO:0099566)	12	1	2.3329862607872927	0.0258903809052753	1.0	0.0834736075293562	1.0
maintenance of postsynaptic specialization structure (GO:0098880)	13	1	2.245925059428556	0.0313846728367858	1.0	0.0877691959379962	1.0
calcium-dependent activation of synaptic vesicle fusion (GO:0099502)	13	1	2.245925059428556	0.0313846728367858	1.0	0.1470905170108427	1.0
structural constituent of postsynaptic density (GO:0098919)	13	1	2.245925059428556	0.0313846728367858	1.0	0.1470905170108424	1.0
modification of postsynaptic structure (GO:0099010)	52	2	1.5157264539934752	0.0365778498766851	1.0	0.1393449787610873	1.0
neurotransmitter receptor transport to plasma membrane (GO:0098877)	14	1	2.165832524903315	0.0373838225532778	1.0	0.0921544209358994	1.0
synapse assembly (GO:0007416)	163	4	1.0579649818939556	0.0387752551171009	1.0	0.2388030480350528	1.0
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	167	4	1.032918190173873	0.043566954790705	1.0	0.3073137853584777	1.0
presynapse assembly (GO:0099054)	15	1	2.0916747234150543	0.0438631372118731	1.0	0.0966250088050862	1.0
regulation protein catabolic process at postsynapse (GO:0140252)	15	1	2.0916747234150543	0.0438631372118731	1.0	0.0828963465644332	1.0
modification of synaptic structure (GO:0099563)	55	2	1.4573077742709042	0.0442153960283587	1.0	0.1616428374226166	1.0
postsynapse to nucleus signaling pathway (GO:0099527)	16	1	2.022632020110477	0.0507966465326752	1.0	0.1011769155058761	1.0
presynaptic endocytic zone membrane (GO:0098835)	17	1	1.9580436646719497	0.0581577680035186	1.0	0.2185562694747971	1.0
voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)	17	1	1.9580436646719492	0.0581577680035187	1.0	0.1845693329714807	1.0
neurotransmitter receptor transport (GO:0099637)	18	1	1.897369206070972	0.0659198095973308	1.0	0.1569834302867311	1.0
postsynaptic signaling pathway (GO:0098926)	18	1	1.897369206070972	0.0659198095973309	1.0	0.1255069482760132	1.0
synaptic vesicle membrane (GO:0030672)	121	3	1.0648276208684302	0.0708930144858577	1.0	0.3244217220604609	1.0
synaptic vesicle priming (GO:0016082)	19	1	1.8401609529626533	0.0740563448696222	1.0	0.2648145686232683	1.0
dendritic transport (GO:0098935)	19	1	1.8401609529626533	0.0740563448696222	1.0	0.1954960199063274	1.0
synaptic vesicle proton loading (GO:0097401)	20	1	1.786043889939931	0.0825414883817718	1.0	0.2181335397785064	1.0
anchored component of synaptic vesicle membrane (GO:0098993)	20	1	1.786043889939931	0.0825414883817718	1.0	0.218133539778507	1.0
protein catabolic process at postsynapse (GO:0140249)	20	1	1.786043889939931	0.0825414883817719	1.0	0.1354805577066583	1.0
presynaptic active zone cytoplasmic component (GO:0098831)	21	1	1.7347007513156087	0.0913500936174525	1.0	0.2763214861628887	1.0
presynaptic endocytic zone (GO:0098833)	21	1	1.7347007513156083	0.0913500936174527	1.0	0.3118278806243957	1.0
synaptic cleft (GO:0043083)	22	1	1.6858607404248376	0.1004578908683613	1.0	0.2121164856756079	1.0
maintenance of synapse structure (GO:0099558)	23	1	1.6392908755837825	0.1098415788162369	1.0	0.2350448210606387	1.0
presynaptic dense core vesicle exocytosis (GO:0099525)	24	1	1.5947892613217192	0.1194788805689415	1.0	0.2759180199603133	1.0
ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)	24	1	1.5947892613217192	0.1194788805689415	1.0	0.3292407237480176	1.0
postsynaptic endosome (GO:0098845)	24	1	1.5947892613217192	0.1194788805689415	1.0	0.2582641056415939	1.0
protein catabolic process at synapse (GO:0140246)	25	1	1.5521797927263787	0.1293485725692114	1.0	0.2464163867672181	1.0
modification of postsynaptic actin cytoskeleton (GO:0098885)	26	1	1.5113079415440154	0.1394304929570333	1.0	0.3408518720091402	1.0
regulation of synapse maturation (GO:0090128)	27	1	1.4720373692428206	0.1497055345250459	1.0	0.3466555385825877	1.0
synaptic vesicle exocytosis (GO:0016079)	83	2	1.0317515821355243	0.1517337735796385	1.0	0.4954295629767913	1.0
structural constituent of postsynapse (GO:0099186)	28	1	1.4342471796259977	0.1601556262760048	1.0	0.3702331205475441	1.0
regulation of presynaptic cytosolic calcium levels (GO:0099509)	29	1	1.3978296713348377	0.1707637067049443	1.0	0.3760183150405305	1.0
regulation of synapse organization (GO:0050807)	29	1	1.3978296713348362	0.1707637067049446	1.0	0.3582549447959302	1.0
regulation of presynapse assembly (GO:1905606)	31	1	1.3287370641474072	0.1923904356770261	1.0	0.3875701222055525	1.0
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)	32	1	1.2958973697437317	0.2033796972004982	1.0	0.4285354766982466	1.0
synapse maturation (GO:0060074)	34	1	1.233277262138873	0.2256430636913471	1.0	0.4745911475842829	1.0
metabolism	106	2	0.7806592334725144	0.2768355305417728	1.0	0.2960444671101073	1.0
regulation of postsynapse organization (GO:0099175)	55	1	0.7397527943117327	0.4648069112770684	1.0	0.7420547801033559	1.0
translation at postsynapse (GO:0140242)	56	1	0.7213537242991253	0.4759128987929277	1.0	0.2301857913478511	1.0
translation at synapse (GO:0140241)	56	1	0.7213537242991253	0.4759128987929277	1.0	0.2301857913478511	1.0
integral component of synaptic vesicle membrane (GO:0030285)	57	1	0.7032852849587716	0.486964281350341	1.0	0.779663042945135	1.0
neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)	58	1	0.6855357715281785	0.4979588236822068	1.0	0.9023116612977042	1.0
postsynapse organization (GO:0099173)	75	1	0.423672646779455	0.6747336188633906	1.0	0.9678666314842712	1.0
regulation of synapse assembly (GO:0051963)	113	1	0.0073378225409373	0.9941876745284324	1.0	0.6619249685640267	1.0
regulation of modification of postsynaptic structure (GO:0099159)	19	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization organization (GO:0099084)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)	13	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	7	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle recycling via endosome (GO:0036466)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic signaling by nitric oxide (GO:0150045)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of presynapse organization (GO:0099174)	2	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signalling via exosome (GO:0099157)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0150035)	2	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling, modulating synaptic transmission (GO:0099550)	7	0	0.0	1.0	1.0	1.0	1.0
regulation protein catabolic process at presynapse (GO:0140251)	4	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	5	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport postsynaptic membrane to endosome (GO:0098968)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter catabolic process (GO:0042135)	2	0	0.0	1.0	1.0	1.0	1.0
establishment of endoplasmic reticulum localization to postsynapse (GO:0099089)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling via neuropeptide (GO:0099538)	8	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter biosynthetic process (GO:0042136)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling by nitric oxide (GO:0099163)	3	0	0.0	1.0	1.0	1.0	1.0
modification of synaptic structure, modulating synaptic transmission (GO:0099564)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of recycling endosome localization within postsynapse (GO:0099158)	1	0	0.0	1.0	1.0	1.0	1.0
presynapse organization (GO:0099172)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synaptic structure (GO:1905244)	2	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton organization (GO:0099187)	9	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at synapse, modulating synaptic transmission (GO:0099574)	8	0	0.0	1.0	1.0	1.0	1.0
translation at presynapse (GO:0140236)	51	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynapse assembly (GO:0150052)	62	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of ribonucleoprotein complex (GO:0098961)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic specialization assembly (GO:0099150)	9	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of mitochondrion (GO:0098939)	1	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)	6	0	0.0	1.0	1.0	1.0	1.0
postsynaptic membrane assembly (GO:0097104)	1	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of messenger ribonucleoprotein complex (GO:0098963)	6	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton organization (GO:0098974)	21	0	0.0	1.0	1.0	1.0	1.0
axonal transport of messenger ribonucleoprotein complex (GO:0099088)	1	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal transport of neurotransmitter receptor complex (GO:0140231)	1	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal protein transport (GO:0099641)	2	0	0.0	1.0	1.0	1.0	1.0
RNA polyadenylation at postsynapse (GO:0140235)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)	2	0	0.0	1.0	1.0	1.0	1.0
maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton organization (GO:0099188)	27	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport (GO:0098937)	9	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synapse structure, modulating synaptic transmission (GO:0098987)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)	4	0	0.0	1.0	1.0	1.0	1.0
retrograde dendritic transport (GO:0098934)	1	1	0.0	1.0	1.0	1.0	1.0
regulation of anterograde synaptic vesicle transport (GO:1903742)	2	0	0.0	1.0	1.0	1.0	1.0
anterograde synaptic vesicle transport (GO:0048490)	4	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process, modulating synaptic transmission (GO:0099546)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle transport along microtubule (GO:0099517)	4	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the postsynapse	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton organization (GO:0099140)	8	0	0.0	1.0	1.0	1.0	1.0
structural constituent of presynaptic actin cytoskeleton (GO:0098699)	1	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964)	2	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic actin cytoskeleton (GO:0098973)	6	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic specialization (GO:0098879)	3	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of synapse-associated extracellular matrix (GO:0150043)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle cytoskeletal transport (GO:0099514)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic membrane adhesion (GO:0099179)	7	0	0.0	1.0	1.0	1.0	1.0
synaptic target recognition (GO:0008039)	3	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at presynapse (GO:0140247)	5	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099579)	4	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0098925)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton (GO:0098871)	21	0	0.0	1.0	1.0	1.0	1.0
postsynaptic septin cytoskeleton (GO:0150050)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	0.0	1.0	1.0	1.0	1.0
spine apparatus (GO:0097444)	8	0	0.0	1.0	1.0	1.0	1.0
spine apparatus membrane (GO:0098897)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of spine apparatus membrane (GO:0099065)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic Golgi apparatus (GO:0150051)	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization, intracellular component (GO:0099091)	11	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic specialization membrane (GO:0098892)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic density membrane (GO:0099031)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytic zone (GO:0098843)	20	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytic zone membrane (GO:0098844)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endosome membrane (GO:0098895)	3	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic endosome membrane (GO:0098999)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome (GO:0098842)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome membrane (GO:0098896)	1	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome (GO:0098837)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome membrane (GO:0098944)	7	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic recycling endosome membrane (GO:0099033)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic recycling endosome membrane (GO:0099063)	2	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic membrane (GO:0098890)	12	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ribosome	70	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER	9	0	0.0	1.0	1.0	1.0	1.0
postsynaptic intermediate filament cytoskeleton (GO:0099160)	3	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton (GO:0099571)	26	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytosol (GO:0099524)	51	0	0.0	1.0	1.0	1.0	1.0
extracellular matrix of synaptic cleft (GO:0098965)	5	0	0.0	1.0	1.0	1.0	1.0
synaptic membrane (GO:0097060)	26	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic membrane (GO:0099243)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of synaptic membrane (GO:0099699)	19	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytosol (GO:0099523)	53	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton (GO:0099569)	5	0	0.0	1.0	1.0	1.0	1.0
presynaptic intermediate filament cytoskeleton (GO:0099182)	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton (GO:0099143)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of presynaptic active zone membrane (GO:0099029)	8	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome (GO:0098830)	13	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome membrane (GO:0098954)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic endosome membrane (GO:0099067)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle lumen (GO:0034592)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic vesicle membrane (GO:0098850)	25	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle lumen (GO:0099013)	8	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle membrane (GO:0099012)	6	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of neuronal dense core vesicle membrane (GO:0099066)	4	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of presynaptic membrane (GO:0098888)	8	0	0.0	1.0	1.0	1.0	1.0
presynaptic ribosome	52	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER	4	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER	2	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER membrane	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle (GO:0098992)	40	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic SER	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
calcium ion binding involved in regulation of postsynaptic cytosolic calcium levels (GO:0099567)	1	0	0.0	1.0	1.0	1.0	1.0
calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)	3	0	0.0	1.0	1.0	1.0	1.0
inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)	1	0	0.0	1.0	1.0	1.0	1.0
