ontology	genes_in_set	overlapping_genes	Beta	P	P_bonf_adj	cond_P	cond_P_bonf_adj
presynaptic membrane (GO:0042734)	161	4	1.6183155864661205	0.0017133277159686	1.0	0.0137071547490563	1.0
synapse assembly (GO:0007416)	163	4	1.605557174591861	0.0018605337100849	1.0	0.0153469319184088	1.0
synapse adhesion between pre- and post-synapse (GO:0099560)	45	2	2.2062900074667757	0.0025111794544754	1.0	0.01505268592925	1.0
process in the synapse	1115	13	0.8932586391707185	0.0027141847809891	1.0	0.0706367065208468	1.0
regulation of synapse assembly (GO:0051963)	113	3	1.6788941346680308	0.0046743548138044	1.0	0.0248631703400514	1.0
extrinsic component of presynaptic endocytic zone membrane (GO:0098894)	11	1	2.963735405490032	0.0049008783093254	1.0	0.0207744281030191	1.0
regulation of postsynaptic cytosolic calcium levels (GO:0099566)	12	1	2.8683755843443848	0.0062536724045098	1.0	0.0192097762016599	1.0
presynapse assembly (GO:0099054)	15	1	2.627064588716252	0.0115167617402201	1.0	0.0244307442607388	1.0
presynaptic endocytic zone membrane (GO:0098835)	17	1	2.4934338912257075	0.0160376099736621	1.0	0.0603947712830874	1.0
synaptic vesicle proton loading (GO:0097401)	20	1	2.321434658507342	0.0243009208369182	1.0	0.0636166956349463	1.0
postsynaptic endocytic zone (GO:0098843)	20	1	2.321434658507341	0.0243009208369184	1.0	0.0747418833594895	1.0
presynaptic endocytic zone (GO:0098833)	21	1	2.2700917005901893	0.0274361058442667	1.0	0.0959238666806475	1.0
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	22	1	2.2212518704245774	0.0307541133116271	1.0	0.080988368196005	1.0
synaptic cleft (GO:0043083)	22	1	2.2212518704245774	0.0307541133116271	1.0	0.0640069427934344	1.0
ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)	24	1	2.130180752825731	0.037918108790541	1.0	0.1061901760871753	1.0
regulation of synapse organization (GO:0050807)	29	1	1.9332220669144249	0.0586515177404779	1.0	0.1240528809070871	1.0
synapse organization (GO:0050808)	424	5	0.8565964647330683	0.0630990621871117	1.0	0.285291059049882	1.0
presynapse (GO:0098793)	691	7	0.7096662108778131	0.0710695466010442	1.0	0.3265892507153161	1.0
postsynaptic modulation of chemical synaptic transmission (GO:0099170)	33	1	1.7994919165252694	0.0777705059352234	1.0	0.1459324334388661	1.0
postsynaptic process involved in chemical synaptic transmission (GO:0099565)	39	1	1.6273434488608156	0.1098575134484351	1.0	0.1914568210216058	1.0
transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	42	1	1.551208403158749	0.1271466509470689	1.0	0.2418978393117907	1.0
integral component of postsynaptic specialization membrane (GO:0099060)	43	1	1.527061133728479	0.1330644364241126	1.0	0.2771922038806927	1.0
postsynaptic specialization membrane (GO:0099634)	47	1	1.4358904593955986	0.1574025870991223	1.0	0.3099335858260181	1.0
regulation of presynaptic membrane potential (GO:0099505)	48	1	1.4143345239610376	0.1636353385853174	1.0	0.3455742595261608	1.0
postsynaptic density, intracellular component (GO:0099092)	49	1	1.3932313820763838	0.1699204003618852	1.0	0.3341833639073275	1.0
integral component of presynaptic active zone membrane (GO:0099059)	52	1	1.332457547357732	0.1890572772269815	1.0	0.3313481717864979	1.0
process in the postsynapse	273	3	0.7729384740272583	0.1894035175764673	1.0	0.5166799245453948	1.0
regulation of postsynapse organization (GO:0099175)	55	1	1.2751498983477498	0.2085538835314888	1.0	0.3441921426007009	1.0
integral component of synaptic vesicle membrane (GO:0030285)	57	1	1.2386827516892274	0.2217147984629658	1.0	0.3683992203889429	1.0
regulation of postsynaptic membrane potential (GO:0060078)	60	1	1.186347726220837	0.2416513939581676	1.0	0.4353883404736892	1.0
process in the presynapse	312	3	0.6360559529602818	0.2798458038148553	1.0	0.6751564866703607	1.0
presynaptic active zone membrane (GO:0048787)	70	1	1.0292809302146566	0.3091205567237997	1.0	0.5070085805030071	1.0
synaptic vesicle endocytosis (GO:0048488)	71	1	1.0148424056026497	0.3159075398412224	1.0	0.5258802012987721	1.0
postsynapse organization (GO:0099173)	75	1	0.9590733810169152	0.3430541601489645	1.0	0.5124323579867154	1.0
synaptic vesicle cycle (GO:0099504)	221	2	0.5696288841009879	0.4270329633831513	1.0	0.8051183028709812	1.0
presynaptic active zone (GO:0048786)	109	1	0.5793126693388846	0.5660302920151035	1.0	0.8519428072006734	1.0
synaptic vesicle membrane (GO:0030672)	121	1	0.4733533811468267	0.6389622936539261	1.0	0.9263306642369687	1.0
synaptic vesicle (GO:0008021)	152	1	0.2420167965824979	0.8102763163477797	1.0	0.8818483497048307	1.0
presynaptic process involved in chemical synaptic transmission (GO:0099531)	48	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynapse (GO:0099186)	28	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0098925)	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic actin cytoskeleton (GO:0098973)	6	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by nitric oxide (GO:0099548)	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)	2	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic specialization (GO:0098879)	3	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic density (GO:0098919)	13	0	0.0	1.0	1.0	1.0	1.0
structural constituent of synapse-associated extracellular matrix (GO:0150043)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by soluble gas (GO:0099543)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by neuropeptide (GO:0099540)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0150036)	4	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0099553)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic membrane adhesion (GO:0099179)	7	0	0.0	1.0	1.0	1.0	1.0
regulation of retrograde trans-synaptic signaling by endocanabinoid (GO:0099178)	3	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by endocannabinoid (GO:0098921)	6	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by endocannabinoid (GO:0099542)	11	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by lipid (GO:0099541)	11	0	0.0	1.0	1.0	1.0	1.0
structural constituent of presynaptic actin cytoskeleton (GO:0098699)	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of active zone (GO:0098882)	8	0	0.0	1.0	1.0	1.0	1.0
structural constituent of synapse (GO:0098918)	38	0	0.0	1.0	1.0	1.0	1.0
presynaptic modulation of chemical synaptic transmission (GO:0099171)	48	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling via neuropeptide (GO:0099538)	8	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling by nitric oxide (GO:0099163)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic signaling by nitric oxide (GO:0150045)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	5	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)	10	0	0.0	1.0	1.0	1.0	1.0
regulation of presynapse organization (GO:0099174)	2	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling, modulating synaptic transmission (GO:0099550)	7	0	0.0	1.0	1.0	1.0	1.0
regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0150035)	2	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)	6	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signalling via exosome (GO:0099157)	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of presynapse (GO:0099181)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization organization (GO:0099084)	4	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)	2	0	0.0	1.0	1.0	1.0	1.0
modification of postsynaptic structure (GO:0099010)	52	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of postsynaptic structure (GO:0099159)	19	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)	4	0	0.0	1.0	1.0	1.0	1.0
modification of postsynaptic actin cytoskeleton (GO:0098885)	26	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)	13	0	0.0	1.0	1.0	1.0	1.0
modification of synaptic structure, modulating synaptic transmission (GO:0099564)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synaptic structure (GO:1905244)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synapse structure, modulating synaptic transmission (GO:0098987)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)	9	0	0.0	1.0	1.0	1.0	1.0
modification of synaptic structure (GO:0099563)	55	0	0.0	1.0	1.0	1.0	1.0
presynapse organization (GO:0099172)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic membrane assembly (GO:0097104)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynapse assembly (GO:0150052)	62	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at postsynapse (GO:0140249)	20	0	0.0	1.0	1.0	1.0	1.0
regulation protein catabolic process at postsynapse (GO:0140252)	15	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter biosynthetic process (GO:0042136)	2	0	0.0	1.0	1.0	1.0	1.0
translation at synapse (GO:0140241)	56	0	0.0	1.0	1.0	1.0	1.0
translation at presynapse (GO:0140236)	51	0	0.0	1.0	1.0	1.0	1.0
translation at postsynapse (GO:0140242)	56	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at postsynapse (GO:0140245)	4	0	0.0	1.0	1.0	1.0	1.0
RNA polyadenylation at postsynapse (GO:0140235)	1	0	0.0	1.0	1.0	1.0	1.0
transport	53	0	0.0	1.0	1.0	1.0	1.0
axo-dendritic transport (GO:0008088)	28	0	0.0	1.0	1.0	1.0	1.0
axonal transport (GO:0098930)	10	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal transport (GO:0008089)	6	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal protein transport (GO:0099641)	2	0	0.0	1.0	1.0	1.0	1.0
regulation protein catabolic process at presynapse (GO:0140251)	4	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal transport of neurotransmitter receptor complex (GO:0140231)	1	0	0.0	1.0	1.0	1.0	1.0
dendritic transport (GO:0098935)	19	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport (GO:0098937)	9	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)	6	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of mitochondrion (GO:0098939)	1	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of ribonucleoprotein complex (GO:0098961)	6	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of messenger ribonucleoprotein complex (GO:0098963)	6	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964)	2	0	0.0	1.0	1.0	1.0	1.0
retrograde dendritic transport (GO:0098934)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle cytoskeletal transport (GO:0099514)	4	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle transport along microtubule (GO:0099517)	4	0	0.0	1.0	1.0	1.0	1.0
anterograde synaptic vesicle transport (GO:0048490)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of anterograde synaptic vesicle transport (GO:1903742)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle recycling via endosome (GO:0036466)	3	0	0.0	1.0	1.0	1.0	1.0
axonal transport of messenger ribonucleoprotein complex (GO:0099088)	1	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at presynapse (GO:0140247)	5	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at synapse (GO:0140246)	25	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter catabolic process (GO:0042135)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic specialization assembly (GO:0099150)	9	0	0.0	1.0	1.0	1.0	1.0
regulation of recycling endosome localization within postsynapse (GO:0099158)	1	0	0.0	1.0	1.0	1.0	1.0
synapse disassembly (GO:0098883)	11	0	0.0	1.0	1.0	1.0	1.0
regulation of synapse disassembly (GO:1905806)	11	0	0.0	1.0	1.0	1.0	1.0
synapse maturation (GO:0060074)	34	0	0.0	1.0	1.0	1.0	1.0
regulation of synapse maturation (GO:0090128)	27	0	0.0	1.0	1.0	1.0	1.0
maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)	4	0	0.0	1.0	1.0	1.0	1.0
maintenance of postsynaptic specialization structure (GO:0098880)	13	0	0.0	1.0	1.0	1.0	1.0
maintenance of postsynaptic density structure (GO:0099562)	6	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton organization (GO:0099187)	9	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton organization (GO:0099140)	8	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton organization (GO:0099188)	27	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton organization (GO:0098974)	21	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)	4	0	0.0	1.0	1.0	1.0	1.0
metabolism	106	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
regulation of ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the postsynapse	1	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process, modulating synaptic transmission (GO:0099546)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at synapse, modulating synaptic transmission (GO:0099574)	8	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport to plasma membrane (GO:0098877)	14	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	1	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport postsynaptic membrane to endosome (GO:0098968)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport (GO:0099637)	18	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	7	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	3	0	0.0	1.0	1.0	1.0	1.0
establishment of endoplasmic reticulum localization to postsynapse (GO:0099089)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic target recognition (GO:0008039)	3	0	0.0	1.0	1.0	1.0	1.0
maintenance of synapse structure (GO:0099558)	23	0	0.0	1.0	1.0	1.0	1.0
G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099579)	4	0	0.0	1.0	1.0	1.0	1.0
postsynapse to nucleus signaling pathway (GO:0099527)	16	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton (GO:0098871)	21	0	0.0	1.0	1.0	1.0	1.0
postsynaptic septin cytoskeleton (GO:0150050)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	0.0	1.0	1.0	1.0	1.0
spine apparatus (GO:0097444)	8	0	0.0	1.0	1.0	1.0	1.0
spine apparatus membrane (GO:0098897)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of spine apparatus membrane (GO:0099065)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic Golgi apparatus (GO:0150051)	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization, intracellular component (GO:0099091)	11	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic specialization membrane (GO:0098892)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic density membrane (GO:0099031)	11	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic density membrane (GO:0099147)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization of symmetric synapse (GO:0099629)	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytic zone membrane (GO:0098844)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endosome (GO:0098845)	24	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endosome membrane (GO:0098895)	3	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic endosome membrane (GO:0098999)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome (GO:0098842)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome membrane (GO:0098896)	1	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome (GO:0098837)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome membrane (GO:0098944)	7	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic recycling endosome membrane (GO:0099033)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic recycling endosome membrane (GO:0099063)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic membrane (GO:0099025)	5	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic membrane (GO:0098890)	12	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ribosome	70	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER	9	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic intermediate filament cytoskeleton (GO:0099160)	3	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton (GO:0099571)	26	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytosol (GO:0099524)	51	0	0.0	1.0	1.0	1.0	1.0
extracellular matrix of synaptic cleft (GO:0098965)	5	0	0.0	1.0	1.0	1.0	1.0
synaptic membrane (GO:0097060)	26	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic membrane (GO:0099243)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of synaptic membrane (GO:0099699)	19	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytosol (GO:0099523)	53	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton (GO:0099569)	5	0	0.0	1.0	1.0	1.0	1.0
presynaptic intermediate filament cytoskeleton (GO:0099182)	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton (GO:0099143)	2	0	0.0	1.0	1.0	1.0	1.0
presynaptic active zone cytoplasmic component (GO:0098831)	21	0	0.0	1.0	1.0	1.0	1.0
anchored component of presynaptic active zone membrane (GO:0099029)	8	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of presynaptic active zone membrane (GO:0098891)	3	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome (GO:0098830)	13	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome membrane (GO:0098954)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic endosome membrane (GO:0099067)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle lumen (GO:0034592)	1	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of synaptic vesicle membrane (GO:0098993)	20	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle (GO:0098992)	40	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle lumen (GO:0099013)	8	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle membrane (GO:0099012)	6	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of neuronal dense core vesicle membrane (GO:0099066)	4	0	0.0	1.0	1.0	1.0	1.0
anchored component of presynaptic membrane (GO:0099026)	9	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of presynaptic membrane (GO:0098888)	8	0	0.0	1.0	1.0	1.0	1.0
presynaptic ribosome	52	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER	4	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER	2	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER membrane	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic vesicle membrane (GO:0098850)	25	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynapse to nucleus signaling pathway (GO:1905539)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic SER	4	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
regulation of presynaptic dense core vesicle exocytosis (GO:0099161)	11	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter uptake (GO:0001504)	6	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter reuptake (GO:0098810)	10	0	0.0	1.0	1.0	1.0	1.0
regulation of neurotransmitter uptake (GO:0051580)	5	0	0.0	1.0	1.0	1.0	1.0
presynaptic chaperone-mediated protein folding	3	0	0.0	1.0	1.0	1.0	1.0
presynaptic signaling pathway (GO:0098928)	2	0	0.0	1.0	1.0	1.0	1.0
presynapse to nucleus signaling pathway (GO:0099526)	1	0	0.0	1.0	1.0	1.0	1.0
ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of postsynaptic cytosolic calcium levels (GO:1905059)	1	0	0.0	1.0	1.0	1.0	1.0
calcium ion binding involved in regulation of postsynaptic cytosolic calcium levels (GO:0099567)	1	0	0.0	1.0	1.0	1.0	1.0
calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion levels (GO:1905060)	3	0	0.0	1.0	1.0	1.0	1.0
inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)	1	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0099583)	1	1	0.0	1.0	1.0	1.0	1.0
G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872)	1	1	0.0	1.0	1.0	1.0	1.0
intracellular cAMP-activated cation channel activity involved in regulation of postsynaptic membrane potential (GO:0140233)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0099152)	2	0	0.0	1.0	1.0	1.0	1.0
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	167	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)	58	0	0.0	1.0	1.0	1.0	1.0
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)	32	0	0.0	1.0	1.0	1.0	1.0
exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0098967)	8	0	0.0	1.0	1.0	1.0	1.0
regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970)	8	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor endocytosis (GO:0098884)	54	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)	43	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytosis (GO:0140239)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic dense core vesicle exocytosis (GO:0150038)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic dense core vesicle exocytosis (GO:0150044)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic signaling pathway (GO:0098926)	18	0	0.0	1.0	1.0	1.0	1.0
presynaptic dense core vesicle exocytosis (GO:0099525)	24	0	0.0	1.0	1.0	1.0	1.0
